timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
630696470,-0.05265812,0.056773953,-0.0006894076,0.0,0.0,-0.001,0
630701467,-0.0527074,0.05671814,-0.001003746,0.0,0.0,-0.001,0
630706521,-0.05266172,0.05652622,-0.0003158434,0.0,0.0,-0.001,0
630711497,-0.05257884,0.05639725,-0.00030933836,0.0,0.0,-0.001,0
630716459,-0.052560113,0.056612305,4.3438995e-05,0.0,0.0,-0.001,0
630721510,-0.05258292,0.056707438,0.00028741534,0.0,0.0,-0.001,0
630726472,-0.052836537,0.05671979,9.721099e-05,0.0,0.0,-0.001,0
630731468,-0.052970562,0.05665166,0.0005167035,0.0,0.0,-0.001,0
630736513,-0.053204287,0.056583785,0.00015659432,0.0,0.0,-0.001,0
630741464,-0.053361002,0.056499302,0.00042410797,0.0,0.0,-0.001,0
630746465,-0.05328524,0.05656816,2.9321736e-05,0.0,0.0,-0.001,0
630751508,-0.05316426,0.05670316,7.706591e-05,0.0,0.0,-0.001,0
630756457,-0.053044155,0.056704108,-0.00013864668,0.0,0.0,-0.001,0
630761462,-0.05304391,0.0567691,-0.000204765,0.0,0.0,-0.001,0
630766510,-0.053022206,0.056633845,-0.00033324654,0.0,0.0,-0.001,0
630771505,-0.052906055,0.05652517,-0.00054020353,0.0,0.0,-0.001,0
630776454,-0.052703544,0.05652958,-0.00050163956,0.0,0.0,-0.001,0
630781509,-0.0525008,0.05665227,-0.0008560872,0.0,0.0,-0.001,0
630786463,-0.05229374,0.05669467,-0.00044704485,0.0,0.0,-0.001,0
630791458,-0.052230947,0.05663529,-0.0006890861,0.0,0.0,-0.001,0
630796521,-0.052355632,0.05654833,-0.00038366197,0.0,0.0,-0.001,0
630801473,-0.052538257,0.056475095,-0.0004679063,0.0,0.0,-0.001,0
630806471,-0.052805416,0.056512367,-0.00011272774,0.0,0.0,-0.001,0
630811516,-0.052841194,0.05656379,0.00010198025,0.0,0.0,-0.001,0
630816461,-0.052919757,0.056640852,0.00013075987,0.0,0.0,-0.001,0
630821457,-0.053033486,0.05668277,0.0003874445,0.0,0.0,-0.001,0
630826503,-0.053111594,0.056587674,0.00018711443,0.0,0.0,-0.001,0
630831468,-0.05321313,0.056511573,0.0005565213,0.0,0.0,-0.001,0
630836471,-0.053289182,0.05655384,9.927337e-05,0.0,0.0,-0.001,0
630841517,-0.05335834,0.056605857,0.00021684916,0.0,0.0,-0.001,0
630846462,-0.053275824,0.056654032,-0.00022191943,0.0,0.0,-0.001,0
630851464,-0.05309534,0.056572713,-0.0003179579,0.0,0.0,-0.001,0
630856522,-0.052830435,0.05653301,-0.00043651275,0.0,0.0,-0.001,0
630861465,-0.052727748,0.056490567,-0.0006909927,0.0,0.0,-0.001,0
630866464,-0.05261314,0.05646126,-0.0004503607,0.0,0.0,-0.001,0
630871523,-0.05250265,0.05660391,-0.0007915624,0.0,0.0,-0.001,0
630876451,-0.05245185,0.056637462,-0.00042388582,0.0,0.0,-0.001,0
630881463,-0.052377384,0.05665285,-0.00065309776,0.0,0.0,-0.001,0
630886510,-0.052446388,0.0566784,-0.00031936867,0.0,0.0,-0.001,0
630891456,-0.052355893,0.056593083,-0.00032566403,0.0,0.0,-0.001,0
630896465,-0.05244632,0.0565226,-6.3173524e-05,0.0,0.0,-0.001,0
630901543,-0.052581273,0.056619465,0.00018924568,0.0,0.0,-0.001,0
630906470,-0.05294651,0.056727298,0.00030682018,0.0,0.0,-0.001,0
630911497,-0.052985944,0.056846023,0.0007583671,0.0,0.0,-0.001,0
630916509,-0.053042576,0.056721337,0.00018690988,0.0,0.0,-0.001,0
630921457,-0.053064,0.056659196,0.00042634553,0.0,0.0,-0.001,0
630926464,-0.05298133,0.05664619,-4.955331e-05,0.0,0.0,-0.001,0
630931506,-0.052949358,0.05667265,-0.00011266801,0.0,0.0,-0.001,0
630936463,-0.053017344,0.056760967,-0.00042150353,0.0,0.0,-0.001,0
630941459,-0.053073633,0.056806475,-0.0007901111,0.0,0.0,-0.001,0
630946505,-0.052943777,0.056755528,-0.0006261073,0.0,0.0,-0.001,0
630951464,-0.052867737,0.056755412,-0.0010452162,0.0,0.0,-0.001,0
630956459,-0.052671377,0.05674324,-0.0004884502,0.0,0.0,-0.001,0
630961513,-0.052412875,0.056757603,-0.00069578516,0.0,0.0,-0.001,0
630966466,-0.05227931,0.056864493,-0.00027775142,0.0,0.0,-0.001,0
630971468,-0.05218488,0.05687023,-0.00026941346,0.0,0.0,-0.001,0
630976507,-0.05232944,0.05685631,-6.852202e-05,0.0,0.0,-0.001,0
630981465,-0.05246135,0.056741312,0.00020533061,0.0,0.0,-0.001,0
630986468,-0.052393306,0.056693006,0.00014580962,0.0,0.0,-0.001,0
630991500,-0.052439615,0.056790687,0.0004912299,0.0,0.0,-0.001,0
630996470,-0.052450996,0.05687339,0.00014492268,0.0,0.0,-0.001,0
631001499,-0.052585825,0.056928083,0.00044805044,0.0,0.0,-0.001,0
631006523,-0.052826367,0.056928743,1.08877475e-05,0.0,0.0,-0.001,0
631011464,-0.05296627,0.056868225,-4.319842e-07,0.0,0.0,-0.001,0
631016467,-0.053092264,0.05676511,-0.00032363026,0.0,0.0,-0.001,0
631021506,-0.053153224,0.056748845,-0.00053360296,0.0,0.0,-0.001,0
631026462,-0.053168517,0.056807224,-0.00042240787,0.0,0.0,-0.001,0
631031497,-0.0530084,0.056962136,-0.0006672679,0.0,0.0,-0.001,0
631036506,-0.052871823,0.057069786,-0.00042900213,0.0,0.0,-0.001,0
631041455,-0.052860714,0.056982107,-0.0006714701,0.0,0.0,-0.001,0
631046470,-0.05286174,0.05677414,-0.00039918884,0.0,0.0,-0.001,0
631051510,-0.052873366,0.05672814,-0.00047736315,0.0,0.0,-0.001,0
631056455,-0.0527367,0.056829415,-0.00015211453,0.0,0.0,-0.001,0
631061475,-0.052550584,0.057123695,-3.8867252e-05,0.0,0.0,-0.001,0
631066505,-0.05237194,0.057258833,-1.2443625e-05,0.0,0.0,-0.001,0
631071457,-0.052478183,0.057273194,0.0002007683,0.0,0.0,-0.001,0
631076470,-0.05262621,0.056938753,0.00010034217,0.0,0.0,-0.001,0
631081512,-0.052763373,0.056749437,0.0003679837,0.0,0.0,-0.001,0
631086461,-0.052681565,0.05669668,2.1761212e-05,0.0,0.0,-0.001,0
631091462,-0.052685305,0.057023507,0.0001433991,0.0,0.0,-0.001,0
631096504,-0.05275887,0.057246752,-0.00014497667,0.0,0.0,-0.001,0
631101462,-0.052814804,0.05735504,-0.00016779348,0.0,0.0,-0.001,0
631106472,-0.05292225,0.05703143,-0.00018424634,0.0,0.0,-0.001,0
631111513,-0.052953564,0.056787636,-0.0003197648,0.0,0.0,-0.001,0
631116463,-0.05301154,0.056653637,-0.00036736246,0.0,0.0,-0.001,0
631121459,-0.052991256,0.056982264,-0.00060667284,0.0,0.0,-0.001,0
631126506,-0.05300324,0.057263188,-0.00043144886,0.0,0.0,-0.001,0
631131465,-0.052870553,0.057310797,-0.00068158633,0.0,0.0,-0.001,0
631136470,-0.052801915,0.057021793,-0.00028986143,0.0,0.0,-0.001,0
631141504,-0.05269035,0.056747977,-0.00039976294,0.0,0.0,-0.001,0
631146469,-0.05269434,0.05670865,-0.00015188509,0.0,0.0,-0.001,0
631151465,-0.05264076,0.056987632,-0.00015835676,0.0,0.0,-0.001,0
631156497,-0.052691165,0.057308655,-7.394082e-05,0.0,0.0,-0.001,0
631161499,-0.05275724,0.057338227,6.73642e-05,0.0,0.0,-0.001,0
631166463,-0.052672952,0.05701233,0.00011338086,0.0,0.0,-0.001,0
631171508,-0.052590802,0.056690868,0.0003710354,0.0,0.0,-0.001,0
631176465,-0.05247674,0.056667615,5.5247834e-05,0.0,0.0,-0.001,0
631181468,-0.05251118,0.056979515,0.0002626672,0.0,0.0,-0.001,0
631186512,-0.052747127,0.057182536,-8.14187e-05,0.0,0.0,-0.001,0
631191455,-0.052848343,0.057277184,-8.503477e-05,0.0,0.0,-0.001,0
631196459,-0.052837264,0.057012726,-0.00021011633,0.0,0.0,-0.001,0
631201508,-0.05251342,0.056774125,-0.00042505565,0.0,0.0,-0.001,0
631206468,-0.05243603,0.056793626,-0.00041930494,0.0,0.0,-0.001,0
631211466,-0.05254119,0.056980833,-0.00076127297,0.0,0.0,-0.001,0
631216514,-0.05289708,0.05718456,-0.00048614028,0.0,0.0,-0.001,0
631221458,-0.05297367,0.057206802,-0.000656932,0.0,0.0,-0.001,0
631226465,-0.052709848,0.057030577,-0.00041283856,0.0,0.0,-0.001,0
631231519,-0.052482378,0.056873452,-0.00051007647,0.0,0.0,-0.001,0
631236453,-0.052404903,0.05679596,-0.00025622445,0.0,0.0,-0.001,0
631241458,-0.052656047,0.056969557,-0.00015609662,0.0,0.0,-0.001,0
631246510,-0.052692775,0.0571439,5.3122676e-05,0.0,0.0,-0.001,0
631251461,-0.052531667,0.05721315,0.00036930072,0.0,0.0,-0.001,0
631256455,-0.05242402,0.0571753,8.2049875e-05,0.0,0.0,-0.001,0
631261529,-0.05267706,0.057021722,0.00035944371,0.0,0.0,-0.001,0
631266461,-0.053039152,0.056957044,6.4062406e-05,0.0,0.0,-0.001,0
631271461,-0.05297695,0.056935538,0.00018996629,0.0,0.0,-0.001,0
631276511,-0.05262758,0.057216927,-0.0001150368,0.0,0.0,-0.001,0
631281463,-0.052378602,0.05727421,-0.0002027117,0.0,0.0,-0.001,0
631286460,-0.052695524,0.057204302,-0.00035812295,0.0,0.0,-0.001,0
631291512,-0.053178523,0.056988038,-0.000619748,0.0,0.0,-0.001,0
631296464,-0.05307843,0.056967936,-0.0004545417,0.0,0.0,-0.001,0
631301470,-0.05265802,0.057068314,-0.00064928504,0.0,0.0,-0.001,0
631306521,-0.052362893,0.057141975,-0.0003784745,0.0,0.0,-0.001,0
631311470,-0.052542258,0.05716233,-0.0005540574,0.0,0.0,-0.001,0
631316462,-0.052897222,0.05704556,-0.00026437672,0.0,0.0,-0.001,0
631321517,-0.05294316,0.05694285,-0.00021210812,0.0,0.0,-0.001,0
631326468,-0.05280277,0.057078242,-5.8287576e-05,0.0,0.0,-0.001,0
631331463,-0.052425396,0.057181608,7.865712e-05,0.0,0.0,-0.001,0
631336507,-0.052729007,0.05719261,2.2699911e-05,0.0,0.0,-0.001,0
631341508,-0.05311051,0.057043575,0.0002158238,0.0,0.0,-0.001,0
631346461,-0.053070158,0.0569621,1.1187595e-05,0.0,0.0,-0.001,0
631351514,-0.052778192,0.057082113,0.00021091464,0.0,0.0,-0.001,0
631356455,-0.052457213,0.057127103,-5.77423e-05,0.0,0.0,-0.001,0
631361501,-0.052799992,0.0571877,5.33226e-05,0.0,0.0,-0.001,0
631366511,-0.05296379,0.05706934,-0.00026062527,0.0,0.0,-0.001,0
631371460,-0.05306066,0.05690041,-0.00037595484,0.0,0.0,-0.001,0
631376466,-0.052753538,0.057000175,-0.00030371532,0.0,0.0,-0.001,0
631381505,-0.052339155,0.057082694,-0.00047567245,0.0,0.0,-0.001,0
631386459,-0.0526395,0.05727543,-0.00032088725,0.0,0.0,-0.001,0
631391454,-0.053125832,0.057116054,-0.0004806227,0.0,0.0,-0.001,0
631396515,-0.05332131,0.05699669,-0.0003499382,0.0,0.0,-0.001,0
631401472,-0.05284101,0.057029508,-0.0005001648,0.0,0.0,-0.001,0
631406498,-0.052351292,0.057123393,-0.00028562607,0.0,0.0,-0.001,0
631411522,-0.052495006,0.0572429,-0.0002702146,0.0,0.0,-0.001,0
631416457,-0.052866157,0.05723638,-0.00014231067,0.0,0.0,-0.001,0
631421462,-0.053121366,0.05716333,-4.5076442e-05,0.0,0.0,-0.001,0
631426519,-0.05279644,0.056983057,-4.073586e-05,0.0,0.0,-0.001,0
631431461,-0.052454766,0.056994833,8.035316e-05,0.0,0.0,-0.001,0
631436456,-0.052620217,0.057180192,3.596737e-05,0.0,0.0,-0.001,0
631441514,-0.052965313,0.057227194,0.00023133736,0.0,0.0,-0.001,0
631446459,-0.053038217,0.057108063,-6.5026693e-06,0.0,0.0,-0.001,0
631451468,-0.052694846,0.057093047,9.810722e-05,0.0,0.0,-0.001,0
631456500,-0.052361988,0.05708535,-0.00014112392,0.0,0.0,-0.001,0
631461464,-0.052539457,0.057135463,-0.00013442374,0.0,0.0,-0.001,0
631466467,-0.052774433,0.057073552,-0.00029943162,0.0,0.0,-0.001,0
631471517,-0.05297339,0.05699128,-0.00036735585,0.0,0.0,-0.001,0
631476458,-0.052619066,0.056962807,-0.000391285,0.0,0.0,-0.001,0
631481463,-0.051995542,0.056941718,-0.00061229616,0.0,0.0,-0.001,0
631486505,-0.05211095,0.057074316,-0.00030180317,0.0,0.0,-0.001,0
631491455,-0.052502517,0.057060506,-0.0004334494,0.0,0.0,-0.001,0
631496473,-0.052850194,0.05712852,-0.00018630923,0.0,0.0,-0.001,0
631501513,-0.05268771,0.05701869,-0.00025651563,0.0,0.0,-0.001,0
631506474,-0.052329995,0.056994233,-0.00014139811,0.0,0.0,-0.001,0
631511462,-0.05226939,0.057091318,-7.49398e-05,0.0,0.0,-0.001,0
631516500,-0.05244234,0.057121485,-7.8154604e-05,0.0,0.0,-0.001,0
631521447,-0.052816924,0.057266407,0.00015598952,0.0,0.0,-0.001,0
631526459,-0.052694306,0.057137847,-6.229109e-05,0.0,0.0,-0.001,0
631531507,-0.0523584,0.057124313,6.0311846e-05,0.0,0.0,-0.001,0
631536439,-0.052294303,0.05713378,-0.00018344412,0.0,0.0,-0.001,0
631541456,-0.052553974,0.05708463,-0.00018918472,0.0,0.0,-0.001,0
631546494,-0.052786954,0.057146728,-0.00020909907,0.0,0.0,-0.001,0
631551454,-0.052624024,0.057233173,-0.00022510701,0.0,0.0,-0.001,0
631556447,-0.05234205,0.057272296,-0.0003094192,0.0,0.0,-0.001,0
631561500,-0.052198365,0.057190567,-0.0004676124,0.0,0.0,-0.001,0
631566447,-0.052406415,0.05712331,-0.00029728058,0.0,0.0,-0.001,0
631571451,-0.05265057,0.05705734,-0.00038227608,0.0,0.0,-0.001,0
631576499,-0.052385375,0.0570364,-0.00019819646,0.0,0.0,-0.001,0
631581459,-0.052135833,0.057145383,-0.00022596697,0.0,0.0,-0.001,0
631586444,-0.05205208,0.057080276,-0.00016123636,0.0,0.0,-0.001,0
631591494,-0.052180238,0.05704269,-0.00021132763,0.0,0.0,-0.001,0
631596456,-0.05251141,0.05704581,-7.092884e-05,0.0,0.0,-0.001,0
631601459,-0.052753814,0.0571103,8.623519e-05,0.0,0.0,-0.001,0
631606506,-0.052705787,0.057121612,-0.00010535853,0.0,0.0,-0.001,0
631611499,-0.052505877,0.057093836,-6.998267e-05,0.0,0.0,-0.001,0
631616453,-0.052591506,0.057051264,-0.00024387398,0.0,0.0,-0.001,0
631621471,-0.052720543,0.056974284,-0.00020538225,0.0,0.0,-0.001,0
631626451,-0.05260066,0.05699441,-0.00023269054,0.0,0.0,-0.001,0
631631454,-0.05253988,0.057178024,-0.00025288566,0.0,0.0,-0.001,0
631636502,-0.052420508,0.057124056,-0.0002596979,0.0,0.0,-0.001,0
631641450,-0.052564386,0.057064988,-0.00033595023,0.0,0.0,-0.001,0
631646454,-0.05278875,0.05700867,-0.00023139233,0.0,0.0,-0.001,0
631651501,-0.052556466,0.056935247,-0.00024349366,0.0,0.0,-0.001,0
631656448,-0.05227279,0.057160832,-0.00014094966,0.0,0.0,-0.001,0
631661455,-0.052223973,0.05716581,-0.00010743817,0.0,0.0,-0.001,0
631666495,-0.05223326,0.057044797,-0.00020756679,0.0,0.0,-0.001,0
631671447,-0.05250327,0.05685011,-0.00017254648,0.0,0.0,-0.001,0
631676459,-0.05251322,0.056728546,-0.00014247588,0.0,0.0,-0.001,0
631681502,-0.052321345,0.05685444,-0.00012677434,0.0,0.0,-0.001,0
631686439,-0.05221746,0.05694363,-0.00013231621,0.0,0.0,-0.001,0
631691455,-0.052424118,0.056952085,-0.00010089705,0.0,0.0,-0.001,0
631696499,-0.052752756,0.056788076,-0.00013248004,0.0,0.0,-0.001,0
631701455,-0.052676056,0.056754135,-0.00017350209,0.0,0.0,-0.001,0
631706460,-0.052620616,0.056944598,-0.00012792458,0.0,0.0,-0.001,0
631711496,-0.052406102,0.056995995,-0.00011733268,0.0,0.0,-0.001,0
631716451,-0.052624226,0.056983985,-0.00021513927,0.0,0.0,-0.001,0
631721451,-0.05278855,0.056786932,-0.00026798382,0.0,0.0,-0.001,0
631726505,-0.052386545,0.05664607,-0.00026418708,0.0,0.0,-0.001,0
631731451,-0.051965073,0.05684101,-0.0002557685,0.0,0.0,-0.001,0
631736447,-0.05196658,0.057016872,-0.00020222401,0.0,0.0,-0.001,0
631741503,-0.052447896,0.057123452,-0.00022728367,0.0,0.0,-0.001,0
631746448,-0.052587684,0.05697689,-0.0002955488,0.0,0.0,-0.001,0
631751445,-0.05236329,0.05676351,-0.00034854354,0.0,0.0,-0.001,0
631756470,-0.051944338,0.05678669,-0.00018106475,0.0,0.0,-0.001,0
631761456,-0.051641636,0.056785934,-0.00020158535,0.0,0.0,-0.001,0
631766460,-0.052052565,0.056976046,-8.6815504e-05,0.0,0.0,-0.001,0
631771493,-0.052495997,0.056837518,-1.978357e-06,0.0,0.0,-0.001,0
631776455,-0.052326467,0.056637798,-0.00012600691,0.0,0.0,-0.001,0
631781453,-0.051969558,0.056658603,-4.719165e-05,0.0,0.0,-0.001,0
631786501,-0.0519322,0.056699723,-8.1528306e-05,0.0,0.0,-0.001,0
631791455,-0.052263808,0.056975234,-9.510336e-06,0.0,0.0,-0.001,0
631796455,-0.052667744,0.056948695,-0.0001590535,0.0,0.0,-0.001,0
631801503,-0.052680567,0.056850325,-0.00016570445,0.0,0.0,-0.001,0
631806458,-0.052254442,0.056781575,-0.0002636296,0.0,0.0,-0.001,0
631811454,-0.052075036,0.05689287,-0.00040195472,0.0,0.0,-0.001,0
631816494,-0.052409932,0.05698764,-0.00029762372,0.0,0.0,-0.001,0
631821446,-0.052756883,0.05701414,-0.0003883617,0.0,0.0,-0.001,0
631826458,-0.052494477,0.056908887,-0.0003568118,0.0,0.0,-0.001,0
631831502,-0.052108724,0.056882005,-0.00043469298,0.0,0.0,-0.001,0
631836444,-0.051917225,0.056882508,-0.00020293519,0.0,0.0,-0.001,0
631841453,-0.052213337,0.05702746,-0.00016667819,0.0,0.0,-0.001,0
631846502,-0.052696966,0.05718063,-6.89426e-05,0.0,0.0,-0.001,0
631851448,-0.052543517,0.05700127,-2.2241466e-06,0.0,0.0,-0.001,0
631856448,-0.051984034,0.05681375,-7.112984e-05,0.0,0.0,-0.001,0
631861507,-0.051613394,0.05662448,1.3412414e-05,0.0,0.0,-0.001,0
631866450,-0.051971786,0.056704864,-2.8070652e-05,0.0,0.0,-0.001,0
631871445,-0.052326363,0.05674715,8.0135826e-05,0.0,0.0,-0.001,0
631876495,-0.052484315,0.056810535,-0.00015833323,0.0,0.0,-0.001,0
631881452,-0.052249085,0.056822825,-0.00014957454,0.0,0.0,-0.001,0
631886446,-0.05194115,0.056680463,-0.0002082509,0.0,0.0,-0.001,0
631891497,-0.052243143,0.056855015,-0.0002621485,0.0,0.0,-0.001,0
631896512,-0.052605193,0.056863494,-0.0002391272,0.0,0.0,-0.001,0
631901448,-0.052658506,0.057055317,-0.0002324761,0.0,0.0,-0.001,0
631906504,-0.05233537,0.05706223,-0.00026852265,0.0,0.0,-0.001,0
631911460,-0.051943745,0.05695647,-0.0003471448,0.0,0.0,-0.001,0
631916463,-0.05203421,0.05691231,-0.00028581353,0.0,0.0,-0.001,0
631921475,-0.052433483,0.056894675,-0.0003631226,0.0,0.0,-0.001,0
631926449,-0.052774232,0.05700921,-0.000185405,0.0,0.0,-0.001,0
631931453,-0.052415006,0.057126056,-0.00018722173,0.0,0.0,-0.001,0
631936496,-0.05209238,0.057167273,-0.00011930296,0.0,0.0,-0.001,0
631941453,-0.052233048,0.057054326,-2.4799177e-05,0.0,0.0,-0.001,0
631946459,-0.052386645,0.057018414,-0.00011864987,0.0,0.0,-0.001,0
631951506,-0.052753046,0.05699571,-5.691368e-05,0.0,0.0,-0.001,0
631956441,-0.05240403,0.056938283,-0.0001139251,0.0,0.0,-0.001,0
631961457,-0.051923946,0.05680028,-8.737348e-05,0.0,0.0,-0.001,0
631966495,-0.05192292,0.05682151,-0.00010859532,0.0,0.0,-0.001,0
631971446,-0.052249394,0.05678699,-0.00010419946,0.0,0.0,-0.001,0
631976454,-0.052610908,0.056901775,-0.000118151096,0.0,0.0,-0.001,0
631981496,-0.052483123,0.056953195,-4.628187e-05,0.0,0.0,-0.001,0
631986441,-0.05220462,0.057031795,-0.00019057756,0.0,0.0,-0.001,0
631991455,-0.05195153,0.056999136,-0.00029066994,0.0,0.0,-0.001,0
631996501,-0.05228533,0.056832436,-0.00024160731,0.0,0.0,-0.001,0
632001446,-0.052515794,0.056805845,-0.0002995937,0.0,0.0,-0.001,0
632006467,-0.05229742,0.05691775,-0.00024569812,0.0,0.0,-0.001,0
632011497,-0.05220039,0.057140093,-0.0002888616,0.0,0.0,-0.001,0
632016452,-0.052145034,0.057126805,-0.00029497052,0.0,0.0,-0.001,0
632021447,-0.052425254,0.056959346,-0.00034068179,0.0,0.0,-0.001,0
632026542,-0.05270914,0.056950986,-0.00022063324,0.0,0.0,-0.001,0
632031451,-0.052575245,0.056972783,-0.00019693436,0.0,0.0,-0.001,0
632036446,-0.052202433,0.0571534,-0.00013650868,0.0,0.0,-0.001,0
632041495,-0.052124847,0.057107355,-5.363573e-05,0.0,0.0,-0.001,0
632046451,-0.052191176,0.056914337,-0.00010903834,0.0,0.0,-0.001,0
632051447,-0.05254216,0.056820843,-5.025486e-05,0.0,0.0,-0.001,0
632056502,-0.05257435,0.056720965,-9.335015e-05,0.0,0.0,-0.001,0
632061456,-0.05224965,0.056906853,-5.2897893e-05,0.0,0.0,-0.001,0
632066463,-0.052182846,0.057025373,-0.0001294067,0.0,0.0,-0.001,0
632071475,-0.052208908,0.05681231,-0.00013709509,0.0,0.0,-0.001,0
632076450,-0.052482426,0.056711167,-0.00022986864,0.0,0.0,-0.001,0
632081453,-0.052374817,0.05666366,-0.00025731337,0.0,0.0,-0.001,0
632086470,-0.052220426,0.056814175,-0.00015408505,0.0,0.0,-0.001,0
632091451,-0.052204233,0.056979273,-0.00024603662,0.0,0.0,-0.001,0
632096456,-0.052478183,0.05686135,-0.00022181968,0.0,0.0,-0.001,0
632101501,-0.052658834,0.05681289,-0.00025517007,0.0,0.0,-0.001,0
632106466,-0.052356616,0.05672932,-0.00024981712,0.0,0.0,-0.001,0
632111459,-0.052243896,0.05691938,-0.00020379905,0.0,0.0,-0.001,0
632116499,-0.052157328,0.0571408,-0.00019305483,0.0,0.0,-0.001,0
632121447,-0.052572154,0.057123106,-9.599165e-05,0.0,0.0,-0.001,0
632126453,-0.052684598,0.05694791,-0.00015846016,0.0,0.0,-0.001,0
632131494,-0.052401796,0.056923278,-0.00020932834,0.0,0.0,-0.001,0
632136447,-0.052191515,0.05696358,-0.0001192651,0.0,0.0,-0.001,0
632141459,-0.051949266,0.05702826,-6.7912944e-05,0.0,0.0,-0.001,0
632146501,-0.052290775,0.057035156,-0.00013797838,0.0,0.0,-0.001,0
632151443,-0.052561425,0.056851,-8.3203704e-05,0.0,0.0,-0.001,0
632156513,-0.052508112,0.056655876,-0.00014300113,0.0,0.0,-0.001,0
632161503,-0.052246988,0.0566941,-0.00012850174,0.0,0.0,-0.001,0
632166451,-0.052120555,0.056731753,-0.00012600167,0.0,0.0,-0.001,0
632171445,-0.052330915,0.05677956,-0.00015589384,0.0,0.0,-0.001,0
632176501,-0.05248768,0.056731597,-0.0001774727,0.0,0.0,-0.001,0
632181453,-0.052299194,0.05660514,-0.00016839006,0.0,0.0,-0.001,0
632186446,-0.05204655,0.056608945,-0.00025776407,0.0,0.0,-0.001,0
632191500,-0.0522561,0.056769766,-0.00026924565,0.0,0.0,-0.001,0
632196448,-0.052714117,0.056787655,-0.0002197005,0.0,0.0,-0.001,0
632201445,-0.052787565,0.05681292,-0.00026969027,0.0,0.0,-0.001,0
632206509,-0.052475803,0.056791637,-0.00025226557,0.0,0.0,-0.001,0
632211454,-0.05220655,0.05682311,-0.00023958224,0.0,0.0,-0.001,0
632216460,-0.052169837,0.056975443,-0.0002297055,0.0,0.0,-0.001,0
632221471,-0.052596543,0.05704563,-0.00024237252,0.0,0.0,-0.001,0
632226456,-0.052894887,0.05711834,-0.00013976396,0.0,0.0,-0.001,0
632231459,-0.052643094,0.056864604,-8.404853e-05,0.0,0.0,-0.001,0
632236475,-0.05225116,0.05680981,-0.00015377172,0.0,0.0,-0.001,0
632241450,-0.05212229,0.056695208,-0.00012026184,0.0,0.0,-0.001,0
632246453,-0.052362837,0.056728225,-0.00012364938,0.0,0.0,-0.001,0
632251497,-0.0526362,0.05683965,-0.00013229362,0.0,0.0,-0.001,0
632256448,-0.052507743,0.056730464,-6.901912e-05,0.0,0.0,-0.001,0
632261461,-0.052308355,0.056711413,-2.3426468e-05,0.0,0.0,-0.001,0
632266498,-0.05216211,0.05665451,-0.00025252526,0.0,0.0,-0.001,0
632271444,-0.052496936,0.056657963,-0.0002869899,0.0,0.0,-0.001,0
632276453,-0.052693516,0.05655098,-0.0002760446,0.0,0.0,-0.001,0
632281495,-0.052270938,0.05657705,-0.00029186,0.0,0.0,-0.001,0
632286451,-0.05212262,0.05667378,-0.0001818919,0.0,0.0,-0.001,0
632291457,-0.052135423,0.05656835,-0.00019610046,0.0,0.0,-0.001,0
632296508,-0.05253821,0.056593876,-0.00025614066,0.0,0.0,-0.001,0
