timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
630892992,630702730,0.0,0.0,0.0,0.0,0.0,0.0,0.012672991,0.012672784,0.011580523,0.011816682,0.011816616,0.011462599,0.0,12.367991,0.0,0.0,0.0,0.0,0.0,0.0,0.100400984,0.0,0.0,0.0,1.000017,1.000017,1.0,0.0,0.0,0.0,0.0,0.0,0.0
631393176,631202753,0.0,0.0,0.0,0.0,0.0,0.0,0.012672991,0.012672784,0.011580523,0.0,0.0,0.0,0.0,12.368812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000181,1.0000181,1.0,0.0,0.0,0.0,0.0,0.0,0.0
631892986,631702730,0.0,0.0,0.0,0.0,0.0,0.0,0.014884075,0.014883606,0.012398491,0.015100604,0.0151005965,0.015044455,0.0,12.371952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000182,1.0000182,1.0,0.0,0.0,0.0,0.0,0.0,0.0
632392986,632202730,0.0,0.0,0.0,0.0,0.0,0.0,0.014999876,0.014999477,0.012458544,0.012377571,0.012377543,0.011755886,0.0,12.368366,0.0,0.0,0.0,0.0,0.0,0.0,0.10042114,0.0,0.0,0.0,1.0000185,1.0000185,1.0,0.0,0.0,0.0,0.0,0.0,0.0
632892994,632702730,0.0,0.0,0.0,0.0,0.0,0.0,0.014672363,0.014672037,0.012347877,0.012009589,0.012009532,0.011557874,0.0,12.368223,0.0,0.0,0.0,0.0,0.0,0.0,0.10042158,0.0,0.0,0.0,1.0000179,1.0000179,1.0,0.0,0.0,0.0,0.0,0.0,0.0
633392984,633202730,0.0,0.0,0.0,0.0,0.0,0.0,0.013485044,0.013484882,0.011971518,0.011970883,0.01197084,0.011564754,0.0,12.368399,0.0,0.0,0.0,0.0,0.0,0.0,0.10042165,0.0,0.0,0.0,1.000017,1.000017,1.0,0.0,0.0,0.0,0.0,0.0,0.0
633892988,633702774,0.0,0.0,0.0,0.0,0.0,0.0,0.012996296,0.012996181,0.011773143,0.011956013,0.0119559765,0.011572331,0.0,12.368203,0.0,0.0,0.0,0.0,0.0,0.0,0.100422055,0.0,0.0,0.0,1.000017,1.000017,1.0,0.0,0.0,0.0,0.0,0.0,0.0
634392985,634202730,0.0,0.0,0.0,0.0,0.0,0.0,0.012807212,0.012807114,0.011670279,0.011908525,0.011908495,0.0115463715,0.0,12.368192,0.0,0.0,0.0,0.0,0.0,0.0,0.10042244,0.0,0.0,0.0,1.000017,1.000017,1.0,0.0,0.0,0.0,0.0,0.0,0.0
634893023,634702730,0.0,0.0,0.0,0.0,0.0,0.0,0.012800797,0.0128007205,0.011636648,0.011884332,0.011884306,0.011520485,0.0,12.368159,0.0,0.0,0.0,0.0,0.0,0.0,0.10042281,0.0,0.0,0.0,1.0000174,1.0000174,1.0,0.0,0.0,0.0,0.0,0.0,0.0
635392986,635202730,0.0,0.0,0.0,0.0,0.0,0.0,0.013060108,0.013059917,0.011702053,0.012003662,0.012003633,0.011560705,0.0,12.368221,0.0,0.0,0.0,0.0,0.0,0.0,0.10042386,0.0,0.0,0.0,1.0000176,1.0000176,1.0,0.0,0.0,0.0,0.0,0.0,0.0
635892984,635702730,0.0,0.0,0.0,0.0,0.0,0.0,0.0131660625,0.01316562,0.011727657,0.012082327,0.012082293,0.011590211,0.0,12.368053,0.0,0.0,0.0,0.0,0.0,0.0,0.10042489,0.0,0.0,0.0,1.0000176,1.0000176,1.0,0.0,0.0,0.0,0.0,0.0,0.0
636393016,636202730,0.0,0.0,0.0,0.0,0.0,0.0,0.013182608,0.01318253,0.011734394,0.012115828,0.012115777,0.011605102,0.0,12.368092,0.0,0.0,0.0,0.0,0.0,0.0,0.10042591,0.0,0.0,0.0,1.0000176,1.0000176,1.0,0.0,0.0,0.0,0.0,0.0,0.0
636892994,636702730,0.0,0.0,0.0,0.0,0.0,0.0,0.013183551,0.013184054,0.011735135,0.012125141,0.012125066,0.011610781,0.0,12.368306,0.0,0.0,0.0,0.0,0.0,0.0,0.10042691,0.0,0.0,0.0,1.0000175,1.0000175,1.0,0.0,0.0,0.0,0.0,0.0,0.0
637392987,637202774,0.0,0.0,0.0,0.0,0.0,0.0,0.0131659815,0.013166483,0.011735044,0.012128615,0.012128611,0.011612389,0.0,12.368113,0.0,0.0,0.0,0.0,0.0,0.0,0.10042784,0.0,0.0,0.0,1.0000174,1.0000173,1.0,0.0,0.0,0.0,0.0,0.0,0.0
637892988,637702730,0.0,0.0,0.0,0.0,0.0,0.0,0.013151721,0.013152827,0.011735107,0.012120609,0.012120532,0.0116124395,0.0,12.367955,0.0,0.0,0.0,0.0,0.0,0.0,0.10042871,0.0,0.0,0.0,1.0000173,1.0000173,1.0,0.0,0.0,0.0,0.0,0.0,0.0
638393013,638202730,0.0,0.0,0.0,0.0,0.0,0.0,0.013156981,0.013162309,0.011735548,0.012118024,0.012118478,0.011612341,0.0,12.368178,0.0,0.0,0.0,0.0,0.0,0.0,0.10042965,0.0,0.0,0.0,1.0000173,1.0000173,1.0,0.0,0.0,0.0,0.0,0.0,0.0
638892986,638702730,0.0,0.0,0.0,0.0,0.0,0.0,0.013114088,0.013115895,0.011736048,0.012116556,0.01211736,0.011612559,0.0,12.368001,0.0,0.0,0.0,0.0,0.0,0.0,0.10043045,0.0,0.0,0.0,1.0000172,1.0000172,1.0,0.0,0.0,0.0,0.0,0.0,0.0
639392983,639202730,0.0,0.0,0.0,0.0,0.0,0.0,0.013042001,0.013041938,0.011736453,0.0120956525,0.012095877,0.011612744,0.0,12.368046,0.0,0.0,0.0,0.0,0.0,0.0,0.10043127,0.0,0.0,0.0,1.0000173,1.0000173,1.0,0.0,0.0,0.0,0.0,0.0,0.0
