timestamp,timestamp_sample,device_id,bias,bias_var,innov,innov_var,innov_test_ratio
630933503,630743065,6780433,18.413893,0.11532671,-0.61717796,12.368052,0.0034219767
631133507,630937902,6780433,18.401459,0.11541571,-0.49414062,12.368626,0.0021934977
631913501,631717301,6780433,18.400806,0.11589363,-0.518877,12.370387,0.0024182606
632433500,632236900,6780433,18.372469,0.11583912,-0.35821915,12.368577,0.0011527506
632883500,632691550,6780433,18.346003,0.11571376,-0.47125244,12.368208,0.001995069
633403502,633211169,6780433,18.316145,0.11567248,-0.46536827,12.368248,0.001945552
633923502,633730752,6780433,18.285297,0.115637,-0.4065857,12.368227,0.001485095
634383499,634185400,6780433,18.268326,0.11569377,-0.15478134,12.368177,0.00021522315
634903511,634705035,6780433,18.266487,0.11566706,0.10144997,12.368197,9.246022e-05
635423501,635224600,6780433,18.295076,0.115644135,0.6814232,12.368251,0.0041714115
635873497,635679249,6780433,18.336958,0.11554304,0.9901943,12.368059,0.008808396
636393499,636198850,6780433,18.373714,0.1155258,0.64668274,12.368095,0.0037569653
636913499,636718467,6780433,18.414543,0.11551101,0.58379936,12.368129,0.0030618275
637433498,637238064,6780433,18.49968,0.1155014,1.5393715,12.368166,0.021288207
637883501,637692701,6780433,18.588512,0.115418054,1.3149815,12.367969,0.01553454
638403499,638212301,6780433,18.694712,0.11541842,1.3658695,12.368012,0.016760077
638923508,638731900,6780433,18.793173,0.11541871,0.8665962,12.368058,0.0067466716
639383498,639186550,6780433,18.865063,0.115502656,1.207634,12.368054,0.013101673
639903499,639706167,6780433,18.942854,0.11550289,1.0025883,12.368098,0.009030251
640423498,640225749,6780433,19.017214,0.11550308,1.0623474,12.368144,0.010138789
640873501,640680400,6780433,19.0917,0.11541953,1.0835476,12.367949,0.010547652
641393507,641200031,6780433,19.159555,0.11541988,0.53565407,12.368314,0.0025776017
641913502,641719601,6780433,19.219522,0.1154201,0.8566513,12.368136,0.0065926705
642433515,642239212,6780433,19.279593,0.11542019,1.0190907,12.368104,0.009329964
642893498,642693849,6780433,19.33528,0.11550393,0.9814472,12.368079,0.008653447
643413506,643213465,6780433,19.377481,0.115504,0.6959858,12.368123,0.0043516546
643923500,643733065,6780433,19.419134,0.115341246,0.48418427,12.367981,0.002106105
644383503,644187700,6780433,19.450974,0.1154348,0.45786476,12.367987,0.0018833582
644903508,644707300,6780433,19.485954,0.11544457,0.4638195,12.368041,0.001932656
645423499,645226900,6780433,19.520409,0.11545295,0.4928398,12.368094,0.0021820578
645873495,645681549,6780433,19.545382,0.115375616,0.40210724,12.367904,0.0014525971
646393497,646201168,6780433,19.495083,0.11538195,-1.3193474,12.367943,0.015637897
646913505,646720750,6780433,19.558126,0.11538776,2.5135345,12.368971,0.056753628
647433502,647240386,6780433,19.744827,0.11539303,2.871128,12.3689995,0.07405051
647893501,647695033,6780433,19.947985,0.115480505,3.159996,12.368546,0.08970402
648413500,648214600,6780433,20.053076,0.115484126,0.5628109,12.368374,0.002845574
648933500,648734211,6780433,20.100481,0.11548721,0.83226585,12.368982,0.006222253
649383505,649188850,6780433,20.171595,0.11540683,1.2097416,12.371061,0.013144248
649903501,649708450,6780433,20.281664,0.115412265,1.5820351,12.37518,0.022471815
650423501,650228049,6780433,20.411482,0.11542359,1.8636456,12.381514,0.031168105
650873503,650682699,6780433,20.540167,0.11536031,2.1395607,12.389076,0.041055165
651393507,651202299,6780433,20.71539,0.11538712,2.466154,12.400795,0.05449396
651913506,651721900,6780433,20.89575,0.11541915,2.655054,12.415821,0.06308539
652433501,652241535,6780433,21.084393,0.11545788,2.3477173,12.434118,0.04925316
652893505,652696198,6780433,21.24984,0.11558182,2.514904,12.452859,0.056432758
653413513,653215768,6780433,21.44182,0.115635514,2.443182,12.475983,0.053161148
