timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
630893465,630703212,0.0,0.0,0.0,0.0,0.0,0.0,0.012696052,0.012695884,0.011588707,0.011825612,0.011825554,0.01146617,0.0,12.368,0.0,0.0,0.0,0.0,0.0,0.0,0.10040068,0.0,0.0,0.0,1.0000173,1.0000173,1.0,0.0,0.0,0.0,0.0,0.0,0.0
631393618,631203214,0.0,0.0,0.0,0.0,0.0,0.0,0.012696052,0.012695884,0.011588707,0.0,0.0,0.0,0.0,12.368836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000184,1.0000184,1.0,0.0,0.0,0.0,0.0,0.0,0.0
631893537,631703212,0.0,0.0,0.0,0.0,0.0,0.0,0.01446653,0.014466207,0.0122928815,0.01509211,0.015092102,0.015042286,0.0,12.371961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000186,1.0000186,1.0,0.0,0.0,0.0,0.0,0.0,0.0
632393463,632203212,0.0,0.0,0.0,0.0,0.0,0.0,0.01515044,0.015150091,0.012494195,0.012388607,0.012388581,0.011760295,0.0,12.368378,0.0,0.0,0.0,0.0,0.0,0.0,0.1004208,0.0,0.0,0.0,1.0000187,1.0000187,1.0,0.0,0.0,0.0,0.0,0.0,0.0
632893474,632703211,0.0,0.0,0.0,0.0,0.0,0.0,0.014793519,0.014793239,0.01237813,0.012035141,0.0120350905,0.011566684,0.0,12.368208,0.0,0.0,0.0,0.0,0.0,0.0,0.10042125,0.0,0.0,0.0,1.0000178,1.0000178,1.0,0.0,0.0,0.0,0.0,0.0,0.0
633393471,633203212,0.0,0.0,0.0,0.0,0.0,0.0,0.013573672,0.01357353,0.011999369,0.011997493,0.011997455,0.011574324,0.0,12.368415,0.0,0.0,0.0,0.0,0.0,0.0,0.100421324,0.0,0.0,0.0,1.0000174,1.0000174,1.0,0.0,0.0,0.0,0.0,0.0,0.0
633893472,633703211,0.0,0.0,0.0,0.0,0.0,0.0,0.013057614,0.013057489,0.0117944805,0.011979687,0.011979654,0.0115819005,0.0,12.368215,0.0,0.0,0.0,0.0,0.0,0.0,0.100421734,0.0,0.0,0.0,1.0000173,1.0000173,1.0,0.0,0.0,0.0,0.0,0.0,0.0
634393468,634203211,0.0,0.0,0.0,0.0,0.0,0.0,0.0126732495,0.012673111,0.011621947,0.011854902,0.011854874,0.011523249,0.0,12.368177,0.0,0.0,0.0,0.0,0.0,0.0,0.10042212,0.0,0.0,0.0,1.0000173,1.0000173,1.0,0.0,0.0,0.0,0.0,0.0,0.0
634893469,634703212,0.0,0.0,0.0,0.0,0.0,0.0,0.0128422165,0.012842089,0.011650946,0.0119035235,0.011903487,0.011529041,0.0,12.368173,0.0,0.0,0.0,0.0,0.0,0.0,0.100422494,0.0,0.0,0.0,1.0000176,1.0000176,1.0,0.0,0.0,0.0,0.0,0.0,0.0
635393462,635203211,0.0,0.0,0.0,0.0,0.0,0.0,0.013078133,0.013077989,0.011707778,0.012016096,0.012016049,0.011567121,0.0,12.368231,0.0,0.0,0.0,0.0,0.0,0.0,0.100423545,0.0,0.0,0.0,1.0000179,1.0000179,1.0,0.0,0.0,0.0,0.0,0.0,0.0
