timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
643292918,3407882,3407882,0,0,0,0,0,0,0,0,799.99945,799.99945,6406.704,6406.704,1.364609,0.026136197,1.23752715e-08,0.056550827,-0.09621244,-10.208458,-0.033225685,-0.02981635,-0.032485656,9.920103,26.978909,38.328182,0.010092087,0.0022204008,0.0013952495,38.086422,38.086422
644237896,3407882,3407882,0,0,0,0,0,0,0,0,799.9995,799.9995,6406.6914,6406.6914,1.2273539,0.023182526,8.149998e-09,0.019831102,-0.28524226,-9.721074,-0.018381568,-0.037285034,0.0149179995,13.313119,36.01954,40.878605,0.004486707,0.003509613,0.0020027228,38.069954,38.069954
645287913,3407882,3407882,0,0,0,0,0,0,0,0,799.9995,799.9995,6406.6895,6406.6895,1.1966367,0.025970757,1.1049073e-08,0.08065242,-0.19667362,-9.77679,0.006511667,0.042152632,-0.014419736,4.502731,12.204345,29.882252,0.007891976,0.0014123983,0.0012959222,38.078354,38.078354
646267893,3407882,3407882,1,0,1,0,0,0,0,0,799.9995,799.9995,6406.689,6406.689,8.344087,0.27696395,1.1808994e-05,12.863203,-17.875586,-4.909028,5.983383,-0.36523816,1.8789254,1439.8456,3527.5806,1720.076,3.4626079,2.2504754,1.2346158,38.08169,38.08169
647317910,3407882,3407882,1,0,1,0,0,0,0,0,799.9995,799.9995,6406.687,6406.687,3.2183251,0.14297399,2.1396502e-08,0.70536625,7.16318,7.0935383,-0.03909812,-0.023581268,0.11071284,6.5029597,9.071251,8.058903,0.01430658,0.0019794556,0.003866165,38.09591,38.09591
648262894,3407882,3407882,1,0,1,0,0,0,0,0,799.9995,799.9995,6406.6963,6406.6963,1.3250271,0.06657555,2.119152e-08,0.41425064,5.779756,7.865072,-0.054593593,0.10090852,-0.45883247,1.1251726,2.1504755,2.234216,0.0052766283,0.0012013398,0.016362892,38.092197,38.092197
649312910,3407882,3407882,1,0,1,0,0,0,0,0,799.9995,799.9995,6406.6914,6406.6914,0.3218474,0.036403388,4.5502944e-09,0.05423677,5.789891,7.829646,0.031298555,0.020451004,-0.051602647,0.046042312,0.19569659,0.22551937,0.00076443946,0.0003877412,0.035069183,38.0935,38.0935
650247925,3407882,3407882,1,0,1,0,0,0,0,0,800.0,800.0,6406.697,6406.697,0.12613852,0.020204633,2.496548e-09,0.08604135,5.914381,7.7637467,-0.0043746727,0.025590966,-0.11701606,0.034889,0.138253,0.06837906,0.0001396348,0.00019183246,0.003193716,38.114006,38.114006
651287929,3407882,3407882,1,0,1,0,0,0,0,0,800.0,800.0,6406.6895,6406.6895,0.07096502,0.012091428,1.405607e-09,0.1329416,5.9296837,7.774194,0.0062436173,-0.0044044824,0.05985227,0.032844767,0.08149668,0.026373621,8.553344e-05,0.00010950117,0.0022696797,38.121468,38.121468
652232931,3407882,3407882,1,0,1,0,0,0,0,0,800.0,800.0,6406.6846,6406.6846,0.05265399,0.008478251,9.419633e-10,0.15239508,5.962337,7.811835,0.0050326874,0.0035984193,0.035973903,0.009211262,0.075778656,0.03351165,6.26503e-05,5.4757198e-05,0.0019418682,38.125748,38.125748
653282932,3407882,3407882,1,0,1,0,0,0,0,0,800.0,800.0,6406.6807,6406.6807,0.04448534,0.0060440414,7.12124e-10,0.27386293,6.0848308,7.830034,0.004233115,0.008859871,-0.005743986,0.0093862945,0.06418371,0.02382742,4.847215e-05,2.8208517e-05,0.0014773626,38.13735,38.13735
