timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
631232871,3407882,3407882,0,0,0,0,0,0,0,0,800.0,800.0,6406.7056,6406.7056,0.1832879,0.006310518,5.5356936e-10,-0.08072311,-0.10136489,-9.756404,0.0038787366,0.008288894,0.0006977734,0.09806747,0.23492163,0.32025823,0.0002950287,0.00014758325,9.442004e-05,37.917953,37.917953
632267910,3407882,3407882,0,0,0,0,0,0,0,0,799.9994,799.9994,6406.7173,6406.7173,0.28160006,0.011354788,4.2114065e-10,-0.07336125,-0.10232084,-9.75479,0.0045353565,0.0075561586,-1.7447244e-05,0.21399105,0.23979202,0.5743303,0.0003821195,0.0003540429,2.3478666e-05,37.92378,37.92378
633317916,3407882,3407882,0,0,0,0,0,0,0,0,799.9994,799.9994,6406.721,6406.721,0.27902964,0.012074804,3.7150244e-10,-0.07419755,-0.10265755,-9.76805,0.0038858098,0.007537407,0.00016223975,0.18056549,0.3101925,0.20443732,0.00030866198,0.0002242161,3.5150453e-05,37.93275,37.93275
634262895,3407882,3407882,0,0,0,0,0,0,0,0,799.9994,799.9994,6406.7407,6406.7407,0.327659,0.0116165625,9.1377633e-10,-0.099777915,-0.11196964,-9.752245,0.004547145,0.0072873873,-0.00093372894,0.41761252,0.8618836,1.0244509,0.0013898079,0.0005304104,0.0001658888,37.961006,37.961006
635312894,3407882,3407882,0,0,0,0,0,0,0,0,799.99945,799.99945,6406.734,6406.734,2.5813446,0.0465466,2.8613607e-08,-0.55451363,-0.19142029,-10.776662,-0.14669754,-0.007910486,-0.022157924,586.9469,394.37323,1475.341,0.08702628,0.04116434,0.018352715,38.003292,38.003292
636257894,3407882,3407882,0,0,0,0,0,0,0,0,799.99945,799.99945,6406.7275,6406.7275,2.3184812,0.04927029,1.2164266e-08,-0.14015883,-0.29334655,-9.95733,0.049538665,-0.0039070947,-0.031121962,216.79146,280.20383,200.24823,0.06619509,0.012291011,0.00980416,38.006927,38.006927
637307919,3407882,3407882,0,0,0,0,0,0,0,0,799.99945,799.99945,6406.7397,6406.7397,1.7184902,0.04109047,9.749427e-09,-0.38217574,-0.2170074,-9.751346,0.03410409,0.04449635,0.04469375,99.014565,126.67174,208.08408,0.013338742,0.008334077,0.00313356,38.050793,38.050793
638252894,3407882,3407882,0,0,0,0,0,0,0,0,799.99945,799.99945,6406.7227,6406.7227,1.2815863,0.027611002,9.031082e-09,-0.19300394,-0.30132768,-9.897493,-0.015215056,0.0138261,-0.051816028,12.053888,13.707312,15.936735,0.004286372,0.0026028752,0.0012285276,38.040268,38.040268
639302895,3407882,3407882,0,0,0,0,0,0,0,0,799.99945,799.99945,6406.714,6406.714,1.190562,0.025435233,1.4906504e-08,-0.2155721,-0.41036263,-10.580971,-0.021690428,0.0020724807,0.054145444,31.25004,55.8097,26.787415,0.0073969606,0.0052312957,0.0035780712,38.046406,38.046406
640247895,3407882,3407882,0,0,0,0,0,0,0,0,799.99945,799.99945,6406.7227,6406.7227,1.2382224,0.025882103,4.7468256e-09,-0.15517682,-0.18785387,-9.498088,-0.00011480832,0.035974797,-0.007148323,81.98172,38.09549,325.05423,0.0071109515,0.006082512,0.0014676625,38.05839,38.05839
641297894,3407882,3407882,0,0,0,0,0,0,0,0,799.99945,799.99945,6406.7085,6406.7085,1.1820747,0.028023869,8.268687e-09,-0.107460275,-0.16879475,-7.52399,0.024248466,0.039911453,-0.0072461776,25.725418,30.556084,66.60292,0.012661053,0.0036285142,0.0016656931,38.075745,38.075745
642242894,3407882,3407882,0,0,0,0,0,0,0,0,799.99945,799.99945,6406.705,6406.705,1.2492955,0.028230429,7.758953e-09,-0.07011285,-0.1790705,-9.837871,-0.010037545,0.0031072604,0.025416052,13.585003,40.501858,51.333744,0.006522337,0.0030662662,0.0021329958,38.092693,38.092693
