timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
630560315,630560232,3407882,0.94443774,-1.084723,-9.968932,37.922707,0,0,0,0,8
630561567,630561481,3407882,0.13018471,0.20837037,-10.141988,37.915157,0,0,0,0,8
630662815,630662730,3407882,0.4166659,0.44741645,-9.614366,37.84722,0,0,0,0,8
630760313,630760230,3407882,-0.07489362,-0.2872294,-9.986066,37.975544,0,0,0,0,8
630862815,630862731,3407882,-0.052747257,-0.32897827,-10.111537,37.86232,0,0,0,0,8
630962815,630962730,3407882,0.24196401,-0.06696283,-9.431284,37.99064,0,0,0,0,8
631061560,631061481,3407882,0.2774709,0.45216212,-9.867959,37.879574,0,0,0,0,7
631162815,631162731,3407882,0.24405894,-0.75619364,-9.43106,37.86232,0,0,0,0,8
631260313,631260230,3407882,0.123451024,0.019826982,-10.497452,37.696255,0,0,0,0,8
631362815,631362730,3407882,0.4313304,-0.53689975,-9.112032,37.75664,0,0,0,0,8
631460313,631460230,3407882,-0.04691139,0.08245032,-10.296489,37.998188,0,0,0,0,8
631562814,631562730,3407882,-0.2924667,-1.2148329,-9.81084,37.983093,0,0,0,0,8
631662814,631662730,3407882,0.3242647,0.4400842,-10.121488,37.824577,0,0,0,0,8
631761564,631761481,3407882,0.22101474,0.07504326,-9.513435,37.922707,0,0,0,0,8
631862814,631862730,3407882,0.10048165,0.12771569,-10.910078,37.76419,0,0,0,0,8
631960314,631960230,3407882,0.32411507,-0.5127333,-9.259874,37.983093,0,0,0,0,8
632062814,632062730,3407882,0.85428107,0.6440403,-8.626758,38.03593,0,0,0,0,8
632160311,632160230,3407882,0.16856676,-0.20792146,-10.21329,37.9378,0,0,0,0,8
632262814,632262730,3407882,-0.14170681,0.014814123,-9.387291,37.77174,0,0,0,0,8
632364062,632363980,3407882,0.67464113,-0.24203883,-11.049315,37.983093,0,0,0,0,8
632461564,632461480,3407882,-0.536376,-1.000103,-9.871443,38.013287,0,0,0,0,8
632562814,632562730,3407882,0.6640917,0.45310268,-10.011055,37.786835,0,0,0,0,8
632660314,632660230,3407882,0.29074585,0.6195745,-8.663119,37.983093,0,0,0,0,8
632762814,632762730,3407882,-0.38052842,0.28229135,-9.596858,38.058575,0,0,0,0,8
632860312,632860230,3407882,0.7237971,-0.08447043,-10.411186,37.9378,0,0,0,0,8
632962814,632962730,3407882,-0.9543138,-0.050128598,-9.360431,37.877415,0,0,0,0,8
633062814,633062730,3407882,-0.64808047,0.17806876,-9.663896,37.9529,0,0,0,0,8
633161557,633161480,3407882,-0.15126225,-0.51996934,-10.622902,37.95721,0,0,0,0,7
633262814,633262730,3407882,0.017582418,0.47928926,-9.69734,37.9529,0,0,0,0,8
633360350,633360261,3407882,-0.4620144,0.13161458,-9.967992,37.82206,0,0,0,0,9
633462814,633462730,3407882,0.2665046,-0.68384385,-8.991798,37.749096,0,0,0,0,8
633560311,633560230,3407882,-0.13070846,1.1162965,-9.058088,37.983093,0,0,0,0,8
633662814,633662730,3407882,0.28880057,-0.5439327,-9.905111,37.960445,0,0,0,0,8
633762814,633762730,3407882,0.350152,-0.020874446,-9.289428,37.9529,0,0,0,0,8
633861564,633861480,3407882,0.25805005,-0.12996025,-9.684321,37.975544,0,0,0,0,8
633962814,633962730,3407882,0.47614688,0.09075521,-9.624167,38.058575,0,0,0,0,8
634060312,634060230,3407882,0.25662848,-0.09494506,-10.149021,38.088768,0,0,0,0,8
