timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
630433457,630243211,3407890,0.00030400415,0.00020159454,0.00037672085,0.15,1.8087306e-07,1.8063493e-07,4.3027498e-07,3407890,-0.0053111417,0.0024024374,-0.014344825,0.4,0.00069803867,0.0006991285,1.1329026e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
631443580,631253214,3407890,0.00030716107,0.0002014366,0.0003757091,0.15,1.831368e-07,1.8291884e-07,4.3338994e-07,3407890,-0.0054028556,0.0024209826,-0.0142711215,0.4,0.0006978849,0.00069906306,1.1359313e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
632453590,632263219,3407890,0.00030907494,0.00019976922,0.00037453065,0.15,1.8288921e-07,1.8269425e-07,4.3458533e-07,3407890,-0.005593221,0.0024614888,-0.01411808,0.4,0.000697748,0.0006990384,1.1373384e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
633463459,633273216,3407890,0.0003138431,0.00019744708,0.0003725062,0.15,1.8061716e-07,1.8044742e-07,4.3269534e-07,3407890,-0.005832492,0.0025121751,-0.0139246425,0.4,0.00069762795,0.00069911673,1.1329219e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
634473458,634283212,3407890,0.00032182803,0.00019405453,0.00037202958,0.15,1.8064091e-07,1.8048924e-07,4.3087695e-07,3407890,-0.0059759654,0.0025420946,-0.01380718,0.4,0.0006975316,0.00069919677,1.12986945e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
635483486,635293211,3407890,0.0003313425,0.0001891005,0.00037036513,0.15,1.8247194e-07,1.8233288e-07,4.3237097e-07,3407890,-0.0061091483,0.0025669946,-0.013697592,0.4,0.0006974813,0.00069927936,1.1297597e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
636493457,636303212,3407890,0.00029929727,0.00018736247,0.0003660232,0.15,1.8267082e-07,1.8254843e-07,4.3456598e-07,3407890,-0.006231715,0.0025888765,-0.013611022,0.4,0.000697428,0.0006993592,1.1292556e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
637503456,637313211,3407890,0.0002974192,0.00016929883,0.00036672098,0.15,1.8265482e-07,1.8255403e-07,4.3666813e-07,3407890,-0.0060875453,0.0025775596,-0.013745422,0.4,0.0006973115,0.00069936964,1.12862745e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
638513453,638323211,3407890,0.0002863216,0.00019880528,0.00037421743,0.15,1.8292859e-07,1.8281439e-07,4.386119e-07,3407890,-0.005795517,0.002575228,-0.014015939,0.4,0.0006972898,0.0006994302,1.1281571e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
639523457,639333212,3407890,0.00030272573,0.00024344336,0.00037886816,0.15,1.8348149e-07,1.8334825e-07,4.4041812e-07,3407890,-0.0057925745,0.002342568,-0.01419962,0.4,0.0006972556,0.00069939793,1.127784e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
