timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
630882985,630692777,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.00464572,-0.003301859,0.0130031705,0.0,-0.47658676,0.0,0.0,0.0,0.0,0.0,0.0,-0.009261847,0.0,0.0,0.0,0.0066857617,0.003444543,-0.00012040138,0.0,0.0,0.0,0.0,0.0,0.0
631383105,631192730,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,-0.4252568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012242967,0.0046294536,-2.3782253e-05,0.0,0.0,0.0,0.0,0.0,0.0
631883091,631692730,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0040501654,0.0010495186,0.04072988,0.0,-0.4293145,0.0,0.0,0.0,0.0,0.0,0.0,-0.00988853,0.0,0.0,0.0,-0.014800487,0.01392021,-0.00021320581,0.0,0.0,0.0,0.0,0.0,0.0
632382981,632192730,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0022123307,9.3221664e-05,0.015756905,0.0,-0.37121558,0.0,0.0,0.0,0.0,0.0,0.0,-0.009707451,0.0,0.0,0.0,0.0024813432,0.013258594,-0.0002425313,0.0,0.0,0.0,0.0,0.0,0.0
632883013,632692730,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0010119528,0.00037550926,0.013934791,0.0,-0.46746385,0.0,0.0,0.0,0.0,0.0,0.0,-0.007090807,0.0,0.0,0.0,-0.0057970593,0.00069314986,2.6106834e-05,0.0,0.0,0.0,0.0,0.0,0.0
633382979,633192730,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0024070144,0.002311945,0.012284815,0.0,-0.3716058,0.0,0.0,0.0,0.0,0.0,0.0,-0.0095767975,0.0,0.0,0.0,0.0059020724,0.0017552851,-8.678436e-05,0.0,0.0,0.0,0.0,0.0,0.0
633882978,633692730,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0006098598,0.0018625259,0.0072976947,0.0,-0.42781484,0.0,0.0,0.0,0.0,0.0,0.0,-0.009407282,0.0,0.0,0.0,-0.0037715272,0.00045972504,2.026558e-05,0.0,0.0,0.0,0.0,0.0,0.0
634383154,634192774,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0027276576,0.00077939034,0.007822454,0.0,-0.15001947,0.0,0.0,0.0,0.0,0.0,0.0,-0.009274602,0.0,0.0,0.0,-0.011052055,0.0049046045,-2.8431416e-05,0.0,0.0,0.0,0.0,0.0,0.0
634882983,634692730,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0043557137,0.00021839142,0.009893715,0.0,0.010887027,0.0,0.0,0.0,0.0,0.0,0.0,-0.009001613,0.0,0.0,0.0,-0.010159851,-0.109285295,-0.004886031,0.0,0.0,0.0,0.0,0.0,0.0
635383034,635192730,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0031686127,0.0052530766,0.010475159,0.0,0.4722798,0.0,0.0,0.0,0.0,0.0,0.0,-0.0068917274,0.0,0.0,0.0,0.13277476,-0.06067758,-0.011418164,0.0,0.0,0.0,0.0,0.0,0.0
