timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
630456759,1.8434774e-05,0.0,0.0,0.0,4.4856188e-07,0.0,0.0,0.0,0.00014083118,0.0,0.0,0.0,0,0,0,0,0,0,0,0
653535914,-0.00018494936,0.0,0.0,0.0,0.000141786,0.0,0.0,0.0,3.2879725e-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0
653555943,2.7465328e-05,0.0,0.0,0.0,1.45183e-05,0.0,0.0,0.0,2.3364591e-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0
653715909,-0.00023808745,0.0,0.0,0.0,0.00020189284,0.0,0.0,0.0,0.00012545973,0.0,0.0,0.0,0,0,0,0,0,0,0,0
