timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],n_states
631373143,631182777,0.7163435,0.006571631,0.00028349826,0.69771683,0.0024306057,0.0024845328,0.019973153,0.2498009,2.8103633,-0.72238356,-6.5864006e-05,0.0008314275,0.00034564736,-0.0040659863,0.00093809015,-0.02516152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8031405e-05,1.802926e-05,0.0004104371,0.003838268,0.0038379526,0.0020303002,0.0039562033,0.0039560064,0.0028256832,1.8352219e-07,1.8338213e-07,4.3345244e-07,0.0006808224,0.0006809621,1.1210327e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
632382988,632192730,0.7162502,0.0065553454,0.0002994424,0.6978128,0.004075667,0.006341505,0.01902037,0.2498898,2.8114479,-0.7272944,-7.12892e-05,0.0008251184,0.00033904443,-0.00419632,0.0009565356,-0.025054561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8398667e-05,1.8396953e-05,0.00041996612,0.004977608,0.004977199,0.002432763,0.0019909355,0.0019909118,0.0015396741,1.839458e-07,1.838271e-07,4.3540155e-07,0.0006806823,0.00068091264,1.1233891e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
633372995,633182730,0.71611834,0.006553922,0.00042772677,0.69794804,0.001817152,0.0053367233,0.01409108,0.24827074,2.8123736,-0.73131406,-7.947789e-05,0.00081525126,0.00033084708,-0.0043902006,0.0009820106,-0.024893526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7051405e-05,1.7050588e-05,0.00042027538,0.003218284,0.0032181342,0.001863387,0.0017142404,0.0017142071,0.0013967159,1.8025811e-07,1.8016603e-07,4.3325932e-07,0.00068057625,0.00068099383,1.1184226e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
634372993,634182730,0.7160046,0.0064558843,0.0004145423,0.6980656,0.003360487,0.0016392283,0.013610741,0.25015214,2.8108673,-0.7314058,-8.240152e-05,0.00080634304,0.00032330558,-0.0045052515,0.0009968393,-0.0247977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7159817e-05,1.7160113e-05,0.00042106034,0.0026063903,0.002606305,0.0015817386,0.0016631348,0.0016631125,0.0013795693,1.808291e-07,1.8075188e-07,4.3212088e-07,0.00068050326,0.0006810773,1.11574855e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
635372988,635182730,0.71563643,0.0064849015,-0.00033981053,0.6984428,0.01317139,0.02509505,0.011188238,0.253339,2.8123293,-0.7348349,-9.125909e-05,0.0008010531,0.00031620334,-0.0046190363,0.001013494,-0.024703993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.759417e-05,1.7595457e-05,0.0004224671,0.0028137134,0.002813327,0.0016095145,0.0017345216,0.0017344992,0.0013909949,1.8227222e-07,1.8220582e-07,4.326612e-07,0.0006804647,0.0006811613,1.1154288e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
636372993,636182730,0.69687885,0.0038540456,-0.001489725,0.71717703,0.00014591106,0.012279333,-0.039732475,0.2704088,2.8039625,-0.7700327,-9.0339534e-05,0.00081513665,0.00030573315,-0.0045459024,0.0010322852,-0.0247722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7532795e-05,1.7534601e-05,0.00042449712,0.002902885,0.0029028102,0.0016345902,0.0018151713,0.0018151348,0.0014252419,1.8246737e-07,1.8240782e-07,4.3475706e-07,0.00068043574,0.0006812431,1.1150693e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
637373015,637182730,0.72523,0.013286673,0.015443176,0.6882053,0.11041822,0.06622298,-0.11293675,0.32736933,2.8388035,-0.8631249,-0.0001069419,0.00078527076,0.0003008607,-0.0043084705,0.0010659167,-0.025046274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7335475e-05,1.7337114e-05,0.00042639344,0.0028845014,0.0028848525,0.0016347484,0.0018238216,0.0018238216,0.0014305313,1.823457e-07,1.823091e-07,4.3672355e-07,0.0006803366,0.00068125164,1.1144308e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
638372989,638182774,0.7209508,0.01741469,0.0033559143,0.6927593,-0.06808632,-0.032287117,-0.22813153,0.31000093,2.804088,-0.9716453,-0.00012980055,0.00074352114,0.00030172706,-0.004084837,0.0010440332,-0.025303883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7225007e-05,1.722841e-05,0.00042819206,0.0028821505,0.0028869614,0.0016355569,0.0018164113,0.0018167713,0.0014307409,1.824957e-07,1.8247017e-07,4.3858373e-07,0.00068028684,0.0006813111,1.1138709e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
639383012,639192730,0.7196677,0.015084978,0.0016507098,0.6941529,-0.02143219,-0.018960657,0.24232563,0.2612835,2.7604597,-0.9351901,-0.00012852541,0.0007314928,0.00029611503,-0.003961803,0.00090270356,-0.025532909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7273283e-05,1.7276658e-05,0.00043001492,0.0028185195,0.002818458,0.0016485892,0.0018335966,0.0018337471,0.0014522849,1.829766e-07,1.829272e-07,4.4040596e-07,0.00068025093,0.00068131834,1.1135716e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
640372986,640182730,0.7144114,0.006770975,0.0066981446,0.6996612,0.034543183,0.027122786,0.038139846,0.26625872,2.8338935,-0.87967116,-0.00012750977,0.0008004859,0.00029328399,-0.0041014873,0.0006638904,-0.02557676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7378994e-05,1.7379827e-05,0.00043160695,0.0028628942,0.0028647422,0.0016363002,0.0018091174,0.0018091687,0.0014309508,1.8331853e-07,1.8327985e-07,4.4202727e-07,0.0006801573,0.00068117527,1.1131994e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
