timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
631016438,631016188,0.7125231,0.005973733,-0.00024590257,0.70162314,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
631516454,631516211,0.71245736,0.0059573757,-0.0002998965,0.70169014,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
632016424,632016187,0.71245116,0.0059413686,-0.0003162334,0.70169646,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
632516430,632516188,0.71246284,0.005953091,-0.00027824737,0.70168453,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
633016446,633016210,0.712489,0.0059545115,-0.0002852142,0.701658,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
633516415,633516188,0.7124977,0.0059642107,-0.0002600333,0.7016491,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
634016418,634016188,0.71250355,0.005952286,-0.00027087505,0.7016433,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
634516448,634516210,0.7125035,0.0060043917,-0.0002950209,0.7016428,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
635016426,635016188,0.7121729,0.005949031,-0.0008434158,0.7019784,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
635516427,635516188,0.7091896,-0.00012402721,-0.005394959,0.7049973,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
636016450,636016210,0.6938294,-0.0008699766,-0.006782209,0.72010696,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
636516427,636516188,0.7021101,0.0009105595,-0.008817671,0.7120133,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
637016427,637016187,0.72228825,0.01118615,-0.0014065751,0.6915003,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
637516451,637516211,0.7161979,0.014304756,0.013836176,0.6976135,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
638016418,638016188,0.7147148,0.01709505,0.0021912784,0.6992036,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
638516418,638516187,0.7230022,0.013624344,0.0008242003,0.6907109,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
639016447,639016210,0.71986,0.014886375,0.00016479476,0.69395965,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
639516442,639516188,0.71197236,0.015834978,-0.0006358774,0.70202863,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
640016424,640016187,0.7111758,0.008344107,0.0034690665,0.7029562,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
640516454,640516211,0.7121993,0.008985636,0.00423079,0.70190716,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
641016422,641016187,0.7106636,0.011572038,0.0066980794,0.70340496,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
641516429,641516189,0.7111598,0.016879452,0.007424015,0.70278853,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
642016450,642016211,0.7089736,0.019595789,0.0031969193,0.7049556,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
642516427,642516187,0.7047001,0.016722836,0.0047301715,0.7092925,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
643016419,643016188,0.70258284,0.009001433,0.007946223,0.71150064,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
643516446,643516210,0.70699084,0.005384347,0.007321279,0.70716435,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
644016417,644016187,0.7169655,0.003778363,0.0042120377,0.6970857,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
644516424,644516188,0.714228,-0.0010273061,0.008295017,0.6998633,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
645016505,645016210,0.7160619,-0.009208492,0.02433662,0.6975517,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
645516426,645516188,0.7183411,-0.015072659,0.026957823,0.6950052,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
646016428,646016188,0.6287845,0.06942895,0.32052204,0.70503575,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
646516450,646516210,-0.21074124,0.71063673,0.65417886,-0.15044463,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
647016426,647016188,-0.19977173,0.75958407,0.585632,-0.2003957,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
647516432,647516188,-0.24563172,0.7374915,0.585485,-0.23017135,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
648016461,648016210,-0.25654635,0.7139923,0.61543304,-0.21363793,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
648516419,648516188,-0.24686512,0.7219808,0.61124915,-0.21018055,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
649016416,649016187,-0.24262646,0.7244589,0.6098152,-0.21075384,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
649516441,649516211,-0.24152367,0.7243773,0.60924816,-0.21391727,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
650016327,650016186,-0.24004729,0.723835,0.6095911,-0.21642299,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
650516338,650516187,-0.23869558,0.7235742,0.609643,-0.21863283,0.7085878,5.3527116e-10,-1.791907e-10,0.7056227,1
