timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
630559541,630559463,3407890,0.036896728,0.0045048813,0.006320157,33.75604,0,0,0,0,8
630560790,630560713,3407890,0.025930129,-0.002981049,0.007769047,33.75604,0,0,0,0,8
630662063,630661985,3407890,-0.014505551,0.004196784,0.008568434,33.786232,0,0,0,0,8
630760787,630760711,3407890,-0.02019286,0.0052792877,0.0081104515,33.9372,0,0,0,0,8
630862062,630861983,3407890,0.016112654,0.0037637826,0.007585854,33.876812,0,0,0,0,8
630963290,630963212,3407890,0.028344946,-0.0012157351,-0.0002081738,33.75604,0,0,0,0,8
631062060,631061982,3407890,0.0032641653,-0.006111983,-0.0019734877,33.75604,0,0,0,0,8
631163297,631163214,3407890,-0.010042304,-0.009967362,-0.008701665,33.9372,0,0,0,0,8
631260787,631260711,3407890,0.046406105,0.007552546,-0.012557045,33.9221,0,0,0,0,8
631362064,631361984,3407890,0.019118683,0.00018319295,0.0065200035,33.75604,0,0,0,0,8
631460787,631460711,3407890,0.016112654,-0.007402661,-0.0051543834,33.9372,0,0,0,0,8
631562065,631561980,3407890,-0.021272587,0.018918835,0.016513271,33.876812,0,0,0,0,9
631663298,631663220,3407890,0.031659074,-0.014339012,-0.0019068721,33.831524,0,0,0,0,8
631762058,631761980,3407890,0.0046964013,0.010183862,-0.0018569104,33.907005,0,0,0,0,8
631863288,631863211,3407890,0.038120788,-0.042800535,-0.013922664,33.831524,0,0,0,0,8
631960787,631960711,3407890,-0.01825268,0.027712097,0.009467745,33.831524,0,0,0,0,8
632062058,632061980,3407890,-0.011882561,-0.009517707,0.008776608,33.9372,0,0,0,0,8
632160785,632160711,3407890,0.01669554,-0.006328484,-0.0051627103,33.9372,0,0,0,0,8
632262063,632261979,3407890,-0.009607452,0.0022723328,-0.0023019398,33.816425,0,0,0,0,9
632363289,632363212,3407890,-0.0018985452,0.022574369,0.0018485835,33.84662,0,0,0,0,8
632462058,632461979,3407890,-0.019951377,0.011574464,0.012307236,33.823975,0,0,0,0,8
632563284,632563211,3407890,0.010896412,0.008679063,-0.00030452854,33.781918,0,0,0,0,7
