timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
651167998,3407882,3407898,3407890,3407882,0,0.032686207,0.02840934,0.00823627,0.0,3407882,3407898,3407890,3407882,0,0.0006784961,0.0017080759,0.0013323276,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
651367953,3407882,3407898,3407890,3407882,0,0.031473678,0.028753994,0.0058983224,0.0,3407882,3407898,3407890,3407882,0,0.0007756794,0.002828069,0.0021975345,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
651567953,3407882,3407898,3407890,3407882,0,0.03824474,0.036050986,0.0024294027,0.0,3407882,3407898,3407890,3407882,0,0.00045660697,0.0014868394,0.0012785544,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
651767949,3407882,3407898,3407890,3407882,0,0.034922633,0.027893323,0.010945355,0.0,3407882,3407898,3407890,3407882,0,0.00032211322,0.00093033485,0.0009349332,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
651967952,3407882,3407898,3407890,3407882,0,0.039346557,0.027558384,0.015729861,0.0,3407882,3407898,3407890,3407882,0,0.00048758992,0.0019332482,0.0016036582,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
652167951,3407882,3407898,3407890,3407882,0,0.03899456,0.026891874,0.01747646,0.0,3407882,3407898,3407890,3407882,0,0.00042857774,0.001055432,0.0011041666,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
652367956,3407882,3407898,3407890,3407882,0,0.039118443,0.029653281,0.011683372,0.0,3407882,3407898,3407890,3407882,0,0.00055280334,0.00081877835,0.00070544233,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
652567999,3407882,3407898,3407890,3407882,0,0.033451907,0.028878666,0.0047672484,0.0,3407882,3407898,3407890,3407882,0,0.0006610371,0.0020589782,0.0015291225,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
652767967,3407882,3407898,3407890,3407882,0,0.033064887,0.029229617,0.0059689945,0.0,3407882,3407898,3407890,3407882,0,0.0004867621,0.0013718858,0.0010690597,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
652967967,3407882,3407898,3407890,3407882,0,0.038283937,0.032506827,0.007807578,0.0,3407882,3407898,3407890,3407882,0,0.00030033098,0.00041699287,0.0005989143,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
653167958,3407882,3407898,3407890,3407882,0,0.038980823,0.030276202,0.012496833,0.0,3407882,3407898,3407890,3407882,0,0.00032899907,0.0013473864,0.0012732181,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
653367960,3407882,3407898,3407890,3407882,0,0.036400445,0.02375316,0.01530659,0.0,3407882,3407898,3407890,3407882,0,0.00039912466,0.0010481586,0.0010159471,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
653567958,3407882,3407898,3407890,3407882,0,0.03348839,0.024417965,0.011736695,0.0,3407882,3407898,3407890,3407882,0,0.00056446454,0.00047618494,0.0005275893,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
653767964,3407882,3407898,3407890,3407882,0,0.03710374,0.032608334,0.0070733554,0.0,3407882,3407898,3407890,3407882,0,0.0006281701,0.0013474844,0.00097443484,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
