timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
640166414,3407898,3407898,3407890,3407882,0,0.055353113,0.08143863,0.0408982,0.0,3407898,3407898,3407890,3407882,0,0.0004453672,0.0004377959,0.000111004665,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
640366434,3407898,3407898,3407890,3407882,0,0.16212668,0.11425364,0.19159667,0.0,3407898,3407898,3407890,3407882,0,0.00091656233,0.00070496876,0.00028608012,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
640566428,3407898,3407898,3407890,3407882,0,0.040742807,0.06876268,0.08829494,0.0,3407898,3407898,3407890,3407882,0,0.0016551275,0.00094640884,0.0008421461,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
640771437,3407898,3407898,3407890,3407882,0,0.047468312,0.018029124,0.043719195,0.0,3407898,3407898,3407890,3407882,0,0.001215901,0.00080428546,0.00055485725,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
640971409,3407898,3407898,3407890,3407882,0,0.056822833,0.07652468,0.044547826,0.0,3407898,3407898,3407890,3407882,0,0.001322161,0.00044663958,0.00090542086,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
641171411,3407898,3407898,3407890,3407882,0,0.07313047,0.081736594,0.02919974,0.0,3407898,3407898,3407890,3407882,0,0.00034275022,0.00020897943,0.0005457667,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
641371447,3407898,3407898,3407890,3407882,0,0.022430051,0.03690087,0.03446404,0.0,3407898,3407898,3407890,3407882,0,0.0018201242,0.0012162714,0.0008578316,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
641566435,3407898,3407898,3407890,3407882,0,0.045509048,0.054568242,0.01790343,0.0,3407898,3407898,3407890,3407882,0,0.0003070737,0.0002662245,0.00037840818,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
641766410,3407898,3407898,3407890,3407882,0,0.05882738,0.05068791,0.089027174,0.0,3407898,3407898,3407890,3407882,0,0.0004090284,0.00053388235,0.00016095089,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
641966409,3407898,3407898,3407890,3407882,0,0.11355157,0.08733104,0.05758848,0.0,3407898,3407898,3407890,3407882,0,0.0014948412,0.0011923875,0.00031702823,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
642171404,3407898,3407898,3407890,3407882,0,0.025057983,0.05031836,0.06468316,0.0,3407898,3407898,3407890,3407882,0,0.0017040978,0.0007700987,0.0010960815,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
642371402,3407898,3407898,3407890,3407882,0,0.08313041,0.05796591,0.031471767,0.0,3407898,3407898,3407890,3407882,0,0.0017386052,0.0010646619,0.0012725204,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
642571439,3407898,3407898,3407890,3407882,0,0.055141453,0.068314485,0.02852564,0.0,3407898,3407898,3407890,3407882,0,0.0031250932,0.0014108957,0.0017655186,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
642771402,3407898,3407898,3407890,3407882,0,0.04878236,0.022695499,0.06588784,0.0,3407898,3407898,3407890,3407882,0,0.0015172191,0.0013253689,0.0007036794,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
642966399,3407898,3407898,3407890,3407882,0,0.02743519,0.04331158,0.054103725,0.0,3407898,3407898,3407890,3407882,0,0.001205031,0.0010392815,0.00094533386,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
643166408,3407898,3407898,3407890,3407882,0,0.112116925,0.07862069,0.065717615,0.0,3407898,3407898,3407890,3407882,0,0.0011919641,0.0004618296,0.0008059495,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
643366440,3407898,3407898,3407890,3407882,0,0.08440682,0.038160514,0.10321468,0.0,3407898,3407898,3407890,3407882,0,0.0011648036,0.0008417277,0.0006426497,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
643571418,3407898,3407898,3407890,3407882,0,0.061220836,0.057306327,0.051488716,0.0,3407898,3407898,3407890,3407882,0,0.00040172794,0.00035167937,0.0006705672,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
643771443,3407898,3407898,3407890,3407882,0,0.025274497,0.029988607,0.038427085,0.0,3407898,3407898,3407890,3407882,0,0.00090758724,0.0004855308,0.00044479631,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
643971410,3407898,3407898,3407890,3407882,0,0.089356564,0.097567394,0.029128313,0.0,3407898,3407898,3407890,3407882,0,0.000551642,0.00069046556,0.00014756153,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
644171421,3407898,3407898,3407890,3407882,0,0.051468138,0.047551006,0.06763068,0.0,3407898,3407898,3407890,3407882,0,0.000678876,0.00023900453,0.0004907129,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
644366405,3407898,3407898,3407890,3407882,0,0.07206509,0.038251393,0.044893768,0.0,3407898,3407898,3407890,3407882,0,0.001155425,0.0008518171,0.00058799586,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
644566427,3407898,3407898,3407890,3407882,0,0.06363226,0.02952056,0.09070009,0.0,3407898,3407898,3407890,3407882,0,0.000506002,0.00054604455,0.0009907975,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
644766410,3407898,3407898,3407890,3407882,0,0.091834135,0.11210162,0.046609785,0.0,3407898,3407898,3407890,3407882,0,0.00068644783,0.00082674535,0.00025365705,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
644971434,3407898,3407898,3407890,3407882,0,0.04453042,0.06100853,0.058209423,0.0,3407898,3407898,3407890,3407882,0,0.0005798278,0.000912504,0.0005752944,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
645171412,3407898,3407898,3407890,3407882,0,0.06342996,0.073284164,0.029926464,0.0,3407898,3407898,3407890,3407882,0,0.001342937,0.00059844786,0.0014326307,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
645371414,3407898,3407898,3407890,3407882,0,0.07178652,0.06229259,0.038821455,0.0,3407898,3407898,3407890,3407882,0,0.001512156,0.0004729452,0.0012869731,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
645571433,3407898,3407898,3407890,3407882,0,0.06285324,0.050709065,0.025233852,0.0,3407898,3407898,3407890,3407882,0,0.0004957907,0.0005315371,0.0007640473,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
645766437,3407898,3407898,3407890,3407882,0,0.054007925,0.036408123,0.07143188,0.0,3407898,3407898,3407890,3407882,0,0.0007692692,0.00058985583,0.0006108892,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
645966415,3407898,3407898,3407890,3407882,0,0.0562018,0.16707124,0.15678394,0.0,3407898,3407898,3407890,3407882,0,0.035983153,0.020961126,0.018876627,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
646166426,3407898,3407898,3407890,3407882,0,2.3623428,2.3047574,0.9911041,0.0,3407898,3407898,3407890,3407882,0,0.0487619,0.024192141,0.028037693,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
646371413,3407898,3407898,3407890,3407882,0,0.42461836,0.33180797,0.6488288,0.0,3407898,3407898,3407890,3407882,0,0.017305767,0.027203506,0.011820407,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
646571399,3407898,3407898,3407890,3407882,0,0.36617315,0.1932956,0.41704914,0.0,3407898,3407898,3407890,3407882,0,0.028274875,0.0057879835,0.032776456,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
646771436,3407898,3407898,3407890,3407882,0,0.05335818,0.13955958,0.18948634,0.0,3407898,3407898,3407890,3407882,0,0.03883671,0.015830625,0.023012254,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
646971407,3407898,3407898,3407890,3407882,0,0.1274551,0.09326513,0.0673758,0.0,3407898,3407898,3407890,3407882,0,0.018274821,0.0062970547,0.011996264,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
647166416,3407898,3407898,3407890,3407882,0,0.118885554,0.017318217,0.113982685,0.0,3407898,3407898,3407890,3407882,0,0.0014930926,0.0011559083,0.002492172,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
647366417,3407898,3407898,3407890,3407882,0,0.03995612,0.045055147,0.047755722,0.0,3407898,3407898,3407890,3407882,0,0.006399403,0.0026691342,0.0037789342,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
647566436,3407898,3407898,3407890,3407882,0,0.068233326,0.04700415,0.02269804,0.0,3407898,3407898,3407890,3407882,0,0.0051582046,0.0019964552,0.003391305,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
647771403,3407898,3407898,3407890,3407882,0,0.056492038,0.07353915,0.045664694,0.0,3407898,3407898,3407890,3407882,0,0.0032365068,0.0011594552,0.0022842442,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
647971434,3407898,3407898,3407890,3407882,0,0.05926925,0.04332166,0.052052017,0.0,3407898,3407898,3407890,3407882,0,0.009580416,0.004207361,0.0053980136,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
648171409,3407898,3407898,3407890,3407882,0,0.077596724,0.07145689,0.034743227,0.0,3407898,3407898,3407890,3407882,0,0.011896421,0.0047296425,0.0072533796,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
648371418,3407898,3407898,3407890,3407882,0,0.059775416,0.015626365,0.04914079,0.0,3407898,3407898,3407890,3407882,0,0.005465258,0.0023817539,0.0032081965,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
648566403,3407898,3407898,3407890,3407882,0,0.058945447,0.031057784,0.052574303,0.0,3407898,3407898,3407890,3407882,0,0.009603104,0.0035268783,0.006077956,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
648766425,3407898,3407898,3407890,3407882,0,0.026748417,0.020340405,0.014754738,0.0,3407898,3407898,3407890,3407882,0,0.00075068884,0.00034995005,0.00048205408,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
648966400,3407898,3407898,3407890,3407882,0,0.043226246,0.041068982,0.024614906,0.0,3407898,3407898,3407890,3407882,0,0.006446921,0.0028049012,0.0036756794,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
649171435,3407898,3407898,3407890,3407882,0,0.035121284,0.03860703,0.015988452,0.0,3407898,3407898,3407890,3407882,0,0.005322665,0.0022270568,0.0032371937,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
649371415,3407898,3407898,3407890,3407882,0,0.052778937,0.029770033,0.02549288,0.0,3407898,3407898,3407890,3407882,0,0.0008498662,0.00046099568,0.0009967191,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
649571405,3407898,3407898,3407890,3407882,0,0.03655225,0.021296864,0.029654648,0.0,3407898,3407898,3407890,3407882,0,0.004618884,0.0017041404,0.002972787,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
649768005,3407882,3407898,3407890,3407882,0,0.03138771,0.018482182,0.023851857,0.0,3407882,3407898,3407890,3407882,0,0.00041603332,0.0024183604,0.0023439294,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
649967954,3407882,3407898,3407890,3407882,0,0.032633435,0.022577805,0.012574823,0.0,3407882,3407898,3407890,3407882,0,0.0010228199,0.0026169948,0.0018016851,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
650167953,3407882,3407898,3407890,3407882,0,0.031802725,0.03173103,0.0041614585,0.0,3407882,3407898,3407890,3407882,0,0.001025342,0.0044859583,0.0035126163,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
650367950,3407882,3407898,3407890,3407882,0,0.033323932,0.034503043,0.0013708699,0.0,3407882,3407898,3407890,3407882,0,0.00051003275,0.0022991113,0.0018959596,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
650567951,3407882,3407898,3407890,3407882,0,0.036846634,0.02952956,0.011695068,0.0,3407882,3407898,3407890,3407882,0,0.0004084285,0.0016991169,0.0015906455,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
650767960,3407882,3407898,3407890,3407882,0,0.038155213,0.025018902,0.017391244,0.0,3407882,3407898,3407890,3407882,0,0.0006599122,0.0031036716,0.0025834078,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
650967950,3407882,3407898,3407890,3407882,0,0.037835795,0.021729965,0.020078378,0.0,3407882,3407898,3407890,3407882,0,0.0004382939,0.0012733161,0.001335958,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
