timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving
640655206,640654239,0.0,-0.0,0.0,0.4454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
640837456,640654239,0.0,-0.0,0.0,0.4454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
640880761,640879778,0.0,-0.0,0.0,0.44318187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
640924815,640923851,0.0,-0.0,0.0,0.4363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
640946525,640945499,0.0,-0.0,0.0,0.4295455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
640968147,640967166,0.0,-0.0,0.0,0.4022728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
640989818,640988850,0.0,-0.0,0.0,0.3795455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
641011781,641010463,0.0,-0.0,0.0,0.33181822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
641033516,641032475,0.0,-0.0,0.0,0.28409097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
641055174,641054165,0.0,-0.0,0.0,0.20000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
641076922,641075804,0.0,-0.0,0.0,0.12954551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
641098592,641097599,0.0,-0.0,0.0,0.02727279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
641120275,641119300,0.0,-0.0,0.0,0.002272792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
641142101,641140947,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
641342114,641140947,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
641446926,641445810,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
641646997,641445810,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
641759692,641758706,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
641846899,641758706,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642046922,641758706,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642064500,642063502,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642107917,642106926,0.0,-0.0,0.0,0.013636428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642129672,642128706,0.0,-0.0,0.0,0.0363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642151888,642150295,0.0,-0.0,0.0,0.07500006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642173655,642172639,0.0,-0.0,0.0,0.08409097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642195277,642194305,0.0,-0.0,0.0,0.10000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642216897,642215914,0.0,-0.0,0.0,0.12954551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642238591,642237605,0.0,-0.0,0.0,0.14090915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642260181,642259218,0.0,-0.0,0.0,0.15000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642282179,642280810,0.0,-0.0,0.0,0.16136369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642304024,642303043,0.0,-0.0,0.0,0.17272733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642325646,642324665,0.0,-0.0,0.0,0.18181825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642347229,642346265,0.0,-0.0,0.0,0.19318187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642368929,642367893,0.0,-0.0,0.0,0.20227279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642390574,642389593,0.0,-0.0,0.0,0.20681824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642412696,642411729,0.0,-0.0,0.0,0.20909096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642434503,642433530,0.0,-0.0,0.0,0.21363643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642456135,642455166,0.0,-0.0,0.0,0.21590915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642477773,642476805,0.0,-0.0,0.0,0.22272733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642499604,642498617,0.0,-0.0,0.0,0.22500005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642521716,642520333,0.0,-0.0,0.0,0.22954552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642543509,642542364,0.0,-0.0,0.0,0.23863642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642565208,642564140,0.0,-0.0,0.0,0.24772733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642586938,642585857,0.0,-0.0,0.0,0.2545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642608583,642607600,0.0,-0.0,0.0,0.25681823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642630192,642629217,0.0,-0.0,0.0,0.2613637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642791142,642790151,0.0,-0.0,0.0,0.25227278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642813054,642812042,0.0,-0.0,0.0,0.24318187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642834802,642833838,0.0,-0.0,0.0,0.22272733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
642856575,642855453,0.0,-0.0,0.0,0.19090915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
642878373,642877231,0.0,-0.0,0.0,0.18181825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
