timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,heading_var,unaided_heading,delta_heading,tilt_var,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
630991626,630991212,0,nan,nan,0.24757914,2.8073862,-0.7258869,-0.0010376364,0.005591696,0.42343825,-0.003272344,-0.0013536689,0.02072527,0.0035131797,-0.0031508233,0.0006665007,-0.00011949052,-0.0056026154,-0.023262518,0.012750881,1.5554758,0.00040486772,-0.002015647,1.5666031,3.477491e-05,nan,0.09885985,0.067593426,0.042027544,0.0776074,0.041422788,inf,inf,inf,inf,1,1,1,1,4,2,3,1,1,1,0,0,1,0,0
631491728,631491188,0,nan,nan,0.24850224,2.8075907,-0.7166299,-0.0010376364,0.005591696,0.42343825,-0.000567693,-0.002007264,0.025147522,0.013733215,-0.0031508233,0.0006665007,-0.00011949052,0.028080242,0.013682823,-0.055981454,1.5555592,0.00041365076,-0.0019230025,1.5666031,3.5833782e-05,nan,0.098487854,0.09427602,0.056413833,0.08792882,0.045396,inf,inf,inf,inf,1,1,1,1,4,2,3,1,1,1,0,0,1,0,1
631991595,631991188,0,nan,nan,0.25185388,2.8077013,-0.7126219,-0.0027139783,-0.0017104149,0.008081913,-0.001818571,-0.0014385354,0.02822497,0.005653408,-0.0031508233,0.0006665007,-0.00011949052,-0.05198796,0.09788217,0.2029526,1.5554845,0.00041938445,-0.002004783,1.5666031,3.6989026e-05,nan,0.08354461,0.082694896,0.050755292,0.09825035,0.04899362,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,1,0,0
632491618,632491211,0,nan,nan,0.24904563,2.8084562,-0.72201127,-0.0027139783,-0.0017104149,0.008081913,-0.0032145,-0.0016009522,0.027320396,-0.00415434,-0.0031508233,0.0006665007,-0.00011949052,0.20027451,-0.020754999,-0.07556859,1.5554869,0.00041985165,-0.0019620543,1.5666031,3.668924e-05,nan,0.09316468,0.0605846,0.03867731,0.09957374,0.0497238,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,1,0,0
632991596,632991188,0,nan,nan,0.24766453,2.8074155,-0.72346914,-0.0027139783,-0.0017104149,0.008081913,-0.0011376065,-0.003727086,0.023188135,-0.005644095,-0.0031508233,0.0006665007,-0.00011949052,0.1335652,-0.025305476,0.012502378,1.555429,0.0004199491,-0.001977056,1.5666031,3.4642308e-05,nan,0.09489846,0.059386976,0.03763958,0.08652707,0.046053626,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,1,0,0
633491593,633491187,0,nan,nan,0.24610749,2.8087656,-0.7265086,-0.0027139783,-0.0017104149,0.008081913,-0.0040349364,-0.0013430539,0.019373441,-0.006956676,-0.0031508233,0.0006665007,-0.00011949052,-0.06181126,0.086750805,-0.008463402,1.5554316,0.00042037698,-0.0019388594,1.5666031,3.41542e-05,nan,0.09627676,0.059869073,0.03811217,0.07863184,0.04314098,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,1,0,0
633991643,633991211,0,nan,nan,0.24659844,2.8096306,-0.7295522,-0.0027139783,-0.0017104149,0.008081913,-0.0025471752,5.7807134e-05,0.015521344,-0.0073087336,-0.0031508233,0.0006665007,-0.00011949052,-0.11940509,0.2120172,0.0009462189,1.5553948,0.00042043853,-0.0019313883,1.5666031,3.4225723e-05,nan,0.09884989,0.059189156,0.03799559,0.07415683,0.041027974,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,1,0,0
634491594,634491188,0,nan,nan,0.24734792,2.8085835,-0.72971624,-0.0027139783,-0.0017104149,0.008081913,-0.0013107393,-0.0006482509,0.018654028,-0.00021409076,-0.0031508233,0.0006665007,-0.00011949052,0.54566985,0.6308263,0.15207559,1.5555712,0.00042082422,-0.0017109157,1.5666031,3.4154968e-05,nan,0.09923953,0.05762188,0.03730632,0.07099592,0.03937749,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,1,0,0
634991599,634991188,0,nan,nan,0.24575847,2.811659,-0.73174846,-0.0027139783,-0.0017104149,0.008081913,-0.020177845,0.0042684306,0.003563071,-0.012753647,-0.0031508233,0.0006665007,-0.00011949052,-0.8505202,-0.5701974,0.34573358,1.555369,0.000421883,-0.0018932411,1.5666031,3.5071687e-05,nan,0.10290885,0.059370898,0.037744083,0.07485885,0.04025591,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
635491632,635491210,0,nan,nan,0.2372647,2.800256,-0.7595033,-0.0027139783,-0.0017104149,0.008081913,-0.06552019,-0.054821916,-0.089482665,-0.10430092,-0.0031508233,0.0006665007,-0.00011949052,-0.1732415,-0.13985606,-0.885964,1.5650144,0.00042292432,0.007636167,1.5666031,3.5340403e-05,nan,0.1306637,0.060651384,0.03808999,0.07674883,0.040615197,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
635991586,635991188,0,nan,nan,0.23424646,2.7799265,-0.8072319,-0.0027139783,-0.0017104149,0.008081913,-0.053573985,-0.06697384,-0.09726043,-0.10328201,-0.0031508233,0.0006665007,-0.00011949052,-1.7679169,-1.7207022,-3.1298442,1.6047868,0.00042394226,0.047355156,1.5666031,3.5244488e-05,nan,0.17839229,0.06131402,0.038284924,0.077181734,0.040721938,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
636491590,636491188,0,nan,nan,0.23196222,2.786712,-0.8268882,-0.0027139783,-0.0017104149,0.008081913,0.0038122463,-0.006111194,-0.10233794,-0.08646432,-0.0031508233,0.0006665007,-0.00011949052,3.499931,1.0932814,0.9926779,1.5867568,0.00042492605,0.029295275,1.5666031,3.503255e-05,nan,0.19804859,0.061444316,0.03833596,0.07699853,0.04072432,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
636991619,636991211,0,nan,nan,0.30220303,2.8106341,-0.8904748,-0.0027139783,-0.0017104149,0.008081913,0.17565855,0.018248336,-0.286207,-0.24663433,-0.0031508233,0.0006665007,-0.00011949052,1.9655502,-1.8217448,-1.1610136,1.5283328,0.00042590924,-0.028049277,1.5666031,3.485564e-05,nan,0.26163518,0.06152905,0.038375463,0.07746088,0.0407391,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
637491598,637491187,0,nan,nan,0.37817946,2.8107018,-0.9305553,-0.0027139783,-0.0017104149,0.008081913,0.08049418,-0.06139974,-0.16505753,-0.11143024,-0.0031508233,0.0006665007,-0.00011949052,0.26255998,-0.7613474,0.252326,1.5427921,0.0004267695,-0.013510611,1.5666031,3.465444e-05,nan,0.30171567,0.061541136,0.038390245,0.07675178,0.0407424,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
637991604,637991190,0,nan,nan,0.3676296,2.7790565,-0.99102676,-0.0027139783,-0.0017104149,0.008081913,-0.016284846,-0.08071509,-0.23639564,-0.17524783,-0.0031508233,0.0006665007,-0.00011949052,0.72746193,1.0340924,-0.29691392,1.5496941,0.0004276114,-0.006585553,1.5666031,3.4533557e-05,nan,0.36218715,0.061470482,0.03839342,0.07678281,0.04074744,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
638491617,638491210,0,nan,nan,0.32300225,2.7631984,-1.0754744,-0.0027139783,-0.0017104149,0.008081913,-0.027857773,-0.0463737,-0.25984684,-0.1923855,-0.0031508233,0.0006665007,-0.00011949052,-1.0259516,-0.6666896,0.0041502565,1.5257478,0.00042852722,-0.030436646,1.5666031,3.444793e-05,nan,0.44663477,0.061446596,0.0383932,0.07679786,0.0407505,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
638991631,638991188,0,nan,nan,0.28589523,2.7487683,-1.0190474,-0.0027139783,-0.0017104149,0.008081913,-0.007869921,-0.03784139,0.32564816,0.39225456,-0.0031508233,0.0006665007,-0.00011949052,-1.0004902,-0.15705755,0.2853208,1.5326254,0.0004294108,-0.02337201,1.5666031,3.4393648e-05,nan,0.39020777,0.061346542,0.03839377,0.07558777,0.040754672,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
639491599,639491188,0,nan,nan,0.27050838,2.7528546,-0.8914517,-0.0027139783,-0.0017104149,0.008081913,0.0150491875,-0.0050249333,0.030247686,0.08687869,-0.0031508233,0.0006665007,-0.00011949052,0.6087181,-1.019819,-0.7263051,1.5557669,0.00043032996,-7.1121074e-05,1.5666031,3.456763e-05,nan,0.2626121,0.061054762,0.03837106,0.07577927,0.040744714,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
639991623,639991211,0,nan,nan,0.27017757,2.8023183,-0.8838942,-0.0027139783,-0.0017104149,0.008081913,0.015759462,0.024983,-0.045865204,-0.003078332,-0.0031508233,0.0006665007,-0.00011949052,0.6495466,0.54871154,-0.47948202,1.5592769,0.00043123387,0.0035387198,1.5666031,3.4763703e-05,nan,0.2550546,0.061216053,0.03838614,0.0766546,0.040758185,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
640491595,640491188,0,nan,nan,0.27475312,2.838193,-0.9151302,-0.0027139783,-0.0017104149,0.008081913,0.041592937,-0.008051338,-0.3329452,-0.30394936,-0.0031508233,0.0006665007,-0.00011949052,1.1584873,-0.9930046,-1.389521,1.5556352,0.0004320781,-5.1696174e-05,1.5666031,3.4805016e-05,nan,0.2862906,0.061348174,0.03839409,0.076717734,0.04075891,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
640991587,640991188,0,nan,nan,0.2946501,2.8356247,-1.1485131,-0.0027139783,-0.0017104149,0.008081913,0.042786714,-0.023207521,-0.43658245,-0.4105253,-0.0031508233,0.0006665007,-0.00011949052,-0.42813504,0.3246434,0.3332479,1.5605209,0.0004329195,0.004971683,1.5666031,3.468694e-05,nan,0.51967347,0.061615095,0.038399518,0.07794969,0.040759936,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
641491614,641491211,0,nan,nan,0.31894267,2.7905624,-1.162636,-0.0027139783,-0.0017104149,0.008081913,0.026868105,-0.02555025,0.21392551,0.24349064,-0.0031508233,0.0006665007,-0.00011949052,0.5760256,-1.738233,-0.2117512,1.5584501,0.00043747277,0.0031753567,1.5666031,3.4655975e-05,nan,0.5337964,0.067083314,0.04161957,0.077702545,0.04156939,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
641991589,641991188,0,nan,nan,0.33749408,2.7244387,-1.0965025,-0.0027139783,-0.0017104149,0.008081913,-0.0071619446,-0.007893532,-0.00621071,0.032567512,-0.0031508233,0.0006665007,-0.00011949052,-0.75322783,-1.1813381,-0.6419042,1.5644498,0.00043823832,0.009466359,1.5666031,3.4479184e-05,nan,0.46766293,0.06238992,0.039364994,0.075907655,0.040772725,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
642491596,642491188,0,nan,nan,0.3414225,2.7274883,-1.0874811,-0.0027139783,-0.0017104149,0.008081913,-0.042669646,0.070362315,-0.058435954,-0.02440533,-0.0031508233,0.0006665007,-0.00011949052,-0.27047554,0.66025525,-1.026458,1.5763692,0.00043897764,0.02154624,1.5666031,3.4700373e-05,nan,0.45864153,0.06131859,0.03858371,0.07663318,0.040820375,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
642991626,642991212,0,nan,nan,0.31874385,2.7779453,-1.1775409,-0.0027139783,-0.0017104149,0.008081913,-0.06609749,0.10198568,-0.081019536,-0.061914895,-0.0031508233,0.0006665007,-0.00011949052,0.14303046,0.7798023,1.2563599,1.5832375,0.00043949945,0.028434535,1.5666031,3.4787627e-05,nan,0.5487013,0.061372034,0.038406674,0.07757252,0.040901013,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
643491594,643491188,0,nan,nan,0.27858636,2.8149767,-1.1649863,-0.0027139783,-0.0017104149,0.008081913,-0.060261045,0.058107488,0.023474418,0.027078003,-0.0031508233,0.0006665007,-0.00011949052,-0.23547937,0.3765936,-0.60614103,1.5721604,0.0004398551,0.017337492,1.5666031,3.474154e-05,nan,0.53614664,0.06141133,0.038408104,0.07656463,0.04089411,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
643991628,643991188,0,nan,nan,0.25089476,2.8219993,-1.1701268,-0.0027139783,-0.0017104149,0.008081913,-0.04472928,-0.0011574714,0.0052686487,0.0004593202,-0.0031508233,0.0006665007,-0.00011949052,-1.5104141,-0.03625413,-1.0991716,1.5442147,0.0004403973,-0.010539379,1.5666031,3.4770776e-05,nan,0.5412872,0.061386257,0.03842525,0.07654301,0.040844914,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
644491617,644491211,0,nan,nan,0.23261425,2.8247817,-1.173574,-0.0027139783,-0.0017104149,0.008081913,-0.031523738,-0.0055004326,0.011410512,0.00044859745,-0.0031508233,0.0006665007,-0.00011949052,0.17748591,1.4879818,-0.2967018,1.5497352,0.00044111555,-0.0050045047,1.5666031,3.481171e-05,nan,0.54473436,0.061358634,0.038426187,0.07644315,0.0407999,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
644991595,644991188,0,nan,nan,0.23283292,2.794987,-1.1812325,-0.0027139783,-0.0017104149,0.008081913,0.005341342,-0.1673933,0.01211717,-0.002348649,-0.0031508233,0.0006665007,-0.00011949052,-1.8725435,-0.7117488,-1.0897255,1.5457988,0.00044177452,-0.0092043765,1.5666031,3.4850083e-05,nan,0.55239284,0.06134489,0.03841631,0.07655982,0.040775195,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
645491619,645491188,0,nan,nan,0.24003054,2.6477325,-1.1851767,-0.0027139783,-0.0017104149,0.008081913,0.025894599,-0.4388094,0.0039583826,-0.008698002,-0.0031508233,0.0006665007,-0.00011949052,1.7563754,0.44603944,0.25487226,1.538433,0.00044200275,-0.016201235,1.5666031,3.48709e-05,nan,0.5563371,0.061373387,0.038408346,0.07681423,0.040776502,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
645991617,645991211,0,nan,nan,0.25681087,2.3799157,-1.0965899,-0.0027139783,-0.0017104149,0.008081913,0.08745031,-0.63725185,1.0002242,1.0039095,-0.0031508233,0.0006665007,-0.00011949052,-0.6671742,-0.8104339,7.084144,1.73495,0.00044081436,0.09226657,1.5666031,3.4886114e-05,nan,0.4677503,0.061450478,0.038407434,0.07711654,0.040791366,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
646491591,646491189,0,nan,nan,-0.18647513,2.3070662,-0.6298954,-0.0027139783,-0.0017104149,0.008081913,-1.2088073,0.06478334,0.6188161,0.6535028,-0.0031508233,0.0006665007,-0.00011949052,1.7185826,-5.8834987,-1.77037,1.5191382,0.00043357752,-0.3620428,1.5666031,3.487988e-05,nan,0.09097332,0.06159634,0.03972913,0.13325466,0.10468243,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
646991582,646991187,0,nan,nan,-0.43762982,2.5396438,0.01337943,-0.0027139783,-0.0017104149,0.008081913,-0.1944491,0.4522837,0.7701314,1.1037894,-0.0031508233,0.0006665007,-0.00011949052,0.113150164,0.2255675,-2.4437003,1.3322067,0.00041838936,-0.53097945,1.5666031,3.430934e-05,nan,0.2715649,0.06883967,0.049231596,0.111867376,0.08053218,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
647491629,647491211,0,nan,nan,-0.86198264,2.8326337,1.1939293,-0.0027139783,-0.0017104149,0.008081913,-0.3478818,0.5328023,1.2961383,1.8896196,-0.0031508233,0.0006665007,-0.00011949052,2.636124,-2.0108933,-1.7582896,1.3615099,0.00040340185,-0.51468915,1.5666031,3.3728596e-05,nan,0.03019917,0.067548335,0.047358956,0.09275262,0.05723102,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
647991597,647991188,0,nan,nan,-1.0895225,2.9737723,2.1261868,-0.0027139783,-0.0017104149,0.008081913,-0.33544567,0.4999498,1.4306611,1.8706976,-0.0031508233,0.0006665007,-0.00011949052,-0.8147237,0.3321087,1.656055,1.4153033,0.0003837817,-0.46101245,1.5666031,3.294892e-05,nan,0.0,0.065109305,0.043700233,0.08707656,0.047699258,inf,inf,inf,inf,1,1,1,1,6,3,3,1,1,1,0,0,0,0,0
