timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
633771687,0.2459742,2.8091903,nan,-8.806511e-05,-0.00013136864,2.1427767,0.0045948722,0.0042581554,9.306766,1.2908832e-05,1.1962859e-05,-0.025487024,1.5554209,1.9914054e-10
633861685,0.2459742,2.8091903,nan,-0.0002530828,-0.0002597928,1.979227,0.0030386988,0.0028657604,9.0055485,1.0259552e-05,9.675661e-06,-0.04084482,1.5554209,8.146134e-11
633971741,0.2459742,2.8091903,nan,-0.00054127275,-0.00040633677,1.7793328,0.010471925,-0.004687776,8.58124,6.530117e-05,-2.9232186e-05,-0.06247855,1.5554209,2.3715956e-11
634061887,0.2459742,2.8091903,nan,-0.00087671576,-0.00048379897,1.6157829,0.00030088273,0.0029907837,8.250416,-0.0,-0.0,-0.079345874,1.5554209,7.846012e-12
634171710,0.2459742,2.8091903,nan,-0.0013268373,-0.000336802,1.4158467,0.011586517,-0.0027636131,7.808291,0.00012803447,-3.0538755e-05,-0.10188796,1.5554209,2.3406205e-12
634261706,0.2459742,2.8091903,nan,-0.0015938357,-9.5355506e-05,1.252284,0.010914114,0.0074260957,7.393974,0.00013599817,9.25348e-05,-0.12301226,1.5554209,9.573878e-13
634371688,0.2459742,2.8091903,nan,-0.0015607387,0.0002892375,1.0524442,0.010126626,0.0129793305,6.8507175,0.00016004432,0.00020512933,-0.15071063,1.5554209,2.5137897e-13
634471706,0.2459742,2.8091903,nan,-0.0013334907,0.00057281257,0.87068045,0.0009967367,-0.002436453,6.304425,-0.0,-0.0,-0.1785638,1.5554209,8.235562e-14
634561689,0.2459742,2.8091903,nan,-0.0012009471,0.0004733801,0.70713055,0.017002767,-0.012003759,5.78763,0.0003562873,-0.00025153472,-0.20491299,1.5554209,3.369513e-14
634671686,0.2459742,2.8091903,nan,-0.0014277986,-7.0667265e-05,0.5072782,-0.040865544,0.010836983,5.127427,-0.0009912642,0.00026286973,-0.23857398,1.5554209,8.844848e-15
634761655,0.2459742,2.8091903,nan,-0.001990617,-0.0004525423,0.3437285,-0.011020414,-0.010760747,4.543466,-0.00030378334,-0.00029662548,-0.2683477,1.5554209,3.618111e-15
634871686,0.2459742,2.8091903,nan,-0.0019100405,-0.0013696313,0.1438344,0.068277165,-0.03114143,3.8530931,0.0021151155,-0.00096471095,-0.30354694,1.5554209,9.496922e-16
634961681,0.2459742,2.8091903,nan,-0.00032659544,-0.0020196794,-0.019715324,-0.011521388,-0.022611849,3.274554,-0.00038715816,-0.00075983565,-0.3330442,1.5554209,3.8838806e-16
635071713,0.2459742,2.8091903,nan,0.0023130788,-0.0026441335,-0.21964939,0.08289754,-0.045918323,2.4172611,0.0031842014,-0.0017637821,-0.376754,1.5554209,1.0194625e-16
635171684,0.2459742,2.8091903,nan,0.006493263,-0.0028826355,-0.3054708,0.06379579,0.14444153,2.2537963,0.0025054736,0.005672701,-0.38508838,1.5554209,3.341583e-17
635261651,0.2459742,2.8091903,nan,0.009055276,-0.001593411,-0.28536013,-0.09069121,0.13083985,2.417582,-0.0034838624,0.0050261547,-0.37673762,1.5554209,1.36647086e-17
635371705,0.2459742,2.8091903,nan,0.0069766655,0.0023650883,-0.26904628,-0.056040406,0.01854697,2.2031946,-0.0022119358,0.0007320559,-0.38766834,1.5554209,3.5871883e-18
635461675,0.2459742,2.8091903,nan,0.006810855,0.00680784,-0.26085892,0.33269072,0.13849127,2.3152614,0.012957792,0.0053940215,-0.38195452,1.5554209,1.4676539e-18
635571685,0.2459742,2.8091903,nan,0.01221482,0.013056683,-0.25011906,0.10677834,0.11531088,2.507956,0.0040519545,0.004375742,-0.37212983,1.5554209,3.8525412e-19
635661647,0.2459742,2.8091903,nan,0.015057988,0.01726818,-0.25011906,0.13247493,0.14375407,2.3107238,0.0051633283,0.0056029423,-0.38218588,1.5554209,1.5759369e-19
635771688,0.2459742,2.8091903,nan,0.01500043,0.020704376,-0.25557455,-0.08244573,0.063000426,2.4939573,-0.0031344877,0.0023952005,-0.37284356,1.5554209,4.1365655e-20
635871717,0.2459742,2.8091903,nan,0.0114354985,0.022561204,-0.2708774,0.13277872,0.25531545,2.1817522,0.0052640275,0.01012201,-0.3887616,1.5554209,1.3550663e-20
635961659,0.2459742,2.8091903,nan,0.011175224,0.026701808,-0.29013127,0.1414673,0.21776332,2.122621,0.005651664,0.008699715,-0.39177644,1.5554209,5.544865e-21
636071722,0.2459742,2.8091903,nan,0.012432979,0.029844915,-0.29381818,0.28532472,0.07934168,2.0712247,0.011475741,0.0031911167,-0.39439693,1.5554209,1.4549222e-21
636161831,0.2459742,2.8091903,nan,0.01512237,0.029356813,-0.29690936,0.2019621,-0.019744016,1.957776,0.00824183,-0.0008057296,-0.4001812,1.5554209,5.290652e-22
636271712,0.2459742,2.8091903,nan,0.01786619,0.026526272,-0.30294108,0.089790076,0.107136816,1.9127239,0.0036859768,0.0043980787,-0.40247822,1.5554209,1.5777285e-22
636361683,0.2459742,2.8091903,nan,0.017740017,0.024466049,-0.32499975,0.06127754,0.082987554,1.7856317,0.0025551608,0.0034604287,-0.40895814,1.5554209,6.455725e-23
636471679,0.2459742,2.8091903,nan,0.014191946,0.021948075,-0.35947773,0.05144314,0.057716276,1.6309596,0.0021879605,0.002454767,-0.4168442,1.5554209,1.6946054e-23
636571710,0.2459742,2.8091903,nan,0.008891915,0.018605197,-0.41379026,-0.0817905,-0.028886776,1.4569466,-0.003549889,-0.0012537502,-0.4257164,1.5554209,5.5512832e-24
636661690,0.2459742,2.8091903,nan,0.0013884447,0.014210689,-0.44952407,-0.13906637,-0.02667242,1.0407737,-0.0063384646,-0.0012156942,-0.4469353,1.5554209,2.2705588e-24
636771680,0.2459742,2.8091903,nan,-0.012832861,0.009224343,-0.50918895,-0.35922468,0.03459435,0.74926656,-0.016916905,0.0016291456,-0.46179804,1.5554209,5.962464e-25
636861670,0.2459742,2.8091903,nan,-0.028447693,0.005473995,-0.55308974,-0.32143748,-0.060406785,0.8750157,-0.014926488,-0.0028050905,-0.4553866,1.5554209,2.4381043e-25
636971674,0.2459742,2.8091903,nan,-0.049480747,-0.00045073032,-0.5879301,-0.42267507,-0.047438253,1.0048125,-0.019342044,-0.002170823,-0.44876882,1.5554209,6.402426e-26
637061662,0.2459742,2.8091903,nan,-0.06715385,-0.0041603087,-0.5863052,-0.46071178,-0.026750105,0.8952211,-0.021346077,-0.0012394078,-0.45435643,1.5554209,2.618061e-26
637171730,0.2459742,2.8091903,nan,-0.08856926,-0.007494354,-0.5792231,-0.3792788,0.02083106,0.26066795,-0.018823484,0.0010338387,-0.48670962,1.5554209,6.8708676e-27
637271675,0.2459742,2.8091903,nan,-0.10406809,-0.007902277,-0.57763696,-0.33552185,0.07091403,0.28492844,-0.016610011,0.0035105997,-0.48547268,1.5554209,2.2526659e-27
637361662,0.2459742,2.8091903,nan,-0.1147617,-0.00611521,-0.5823297,-0.41747534,0.11706679,0.018071026,-0.021244967,0.0059574298,-0.49907863,1.5554209,9.210157e-28
637471701,0.2459742,2.8091903,nan,-0.12441738,-0.0023059726,-0.6016961,-0.34484288,0.08759586,-0.3246261,-0.018163212,0.0046137595,-0.5165513,1.5554209,2.418138e-28
637561721,0.2459742,2.8091903,nan,-0.12875308,0.0022747158,-0.6104596,-0.25449586,0.21074536,-0.12050879,-0.013135514,0.010877382,-0.5061442,1.5554209,9.894204e-29
637671673,0.2459742,2.8091903,nan,-0.12966117,0.008720612,-0.61414367,-0.30701727,0.21949793,-0.012907624,-0.015673704,0.011205709,-0.5006581,1.5554209,2.5971662e-29
637761702,0.2459742,2.8091903,nan,-0.12806617,0.01469562,-0.61414367,-0.23689696,0.22316623,-0.09812856,-0.012200104,0.011492976,-0.50500315,1.5554209,1.062365e-29
637871682,0.2459742,2.8091903,nan,-0.12321258,0.021755552,-0.6042202,-0.25318635,0.2102446,-0.0722782,-0.013004608,0.010798958,-0.5036852,1.5554209,2.7885542e-30
637971683,0.2459742,2.8091903,nan,-0.11699335,0.027586281,-0.61414367,-0.25879,0.27501002,-0.25643384,-0.013539682,0.0143883005,-0.51307446,1.5554209,9.137205e-31
638061659,0.2459742,2.8091903,nan,-0.11064431,0.03201816,-0.61414367,-0.26126057,0.22932695,-0.25668776,-0.013669102,0.011998343,-0.51308745,1.5554209,3.7376658e-31
638171688,0.2459742,2.8091903,nan,-0.101818465,0.0362206,-0.61414367,-0.20870407,0.2505111,-0.31186795,-0.0109789595,0.013178237,-0.51590085,1.5554209,9.8106376e-32
638261736,0.2459742,2.8091903,nan,-0.09409875,0.039092135,-0.61414367,-0.20350409,0.2506159,-0.35005856,-0.010747048,0.013235022,-0.517848,1.5554209,4.0124195e-32
638371706,0.2459742,2.8091903,nan,-0.084063515,0.041794024,-0.6093691,-0.17398748,0.2099498,-0.28258458,-0.009126103,0.011012422,-0.5144078,1.5554209,1.0532343e-32
638461680,0.2459742,2.8091903,nan,-0.07598941,0.043268297,-0.5834658,-0.18490788,0.17743874,0.042036176,-0.009386688,0.009007523,-0.49785677,1.5554209,4.3096088e-33
638571686,0.2459742,2.8091903,nan,-0.06605587,0.045000326,-0.50060993,-0.18530203,0.2090387,0.6863483,-0.008786222,0.009911712,-0.46500596,1.5554209,1.1311322e-33
638671741,0.2459742,2.8091903,nan,-0.05779822,0.04712555,-0.36308947,-0.20295493,0.22615036,1.1245321,-0.009161098,0.010208107,-0.44266483,1.5554209,3.7045796e-34
638761681,0.2459742,2.8091903,nan,-0.051241454,0.04972348,-0.25244677,-0.1809732,0.2189441,0.68379104,-0.008583874,0.0103849005,-0.46513635,1.5554209,1.5162439e-34
638871693,0.2459742,2.8091903,nan,-0.04429463,0.053470433,-0.11485397,-0.14909454,0.19096786,0.6607632,-0.0070897364,0.009080895,-0.46631044,1.5554209,3.979567e-35
638961672,0.2459742,2.8091903,nan,-0.039404772,0.056398142,-0.032559603,-0.1944451,0.2778387,0.11451906,-0.00979849,0.014000866,-0.49416116,1.5554209,1.628109e-35
639071657,0.2459742,2.8091903,-1.011154,-0.034456648,0.059680544,-0.024044871,-0.12968275,0.20936978,-0.75274956,-0.0071194586,0.0114942,-0.53837955,1.5554209,4.7382517e-36
639161667,0.2459742,2.8091903,-1.011154,-0.030692881,0.06094327,-0.056854248,-0.14625297,0.19092618,-0.67463684,-0.007969693,0.010404049,-0.5343969,1.5554209,1.7646777e-36
639271714,0.2459742,2.8091903,-1.011154,-0.026357291,0.060522888,-0.08723086,-0.11720953,0.2072834,-0.4689904,-0.0062618507,0.011073995,-0.52391183,1.5554209,4.631797e-37
639371682,0.2459742,2.8091903,-1.011154,-0.024055792,0.058615554,-0.106244385,-0.17956366,0.1609765,-0.3428704,-0.009475766,0.008494902,-0.5174815,1.5554209,1.5182357e-37
639461651,0.2459742,2.8091903,-1.011154,-0.02348612,0.055303026,-0.11715388,-0.1721452,0.1425865,-0.18434456,-0.008942398,0.007406917,-0.50939894,1.5554209,6.207148e-38
639571707,0.2459742,2.8091903,-1.011154,-0.022825768,0.04821093,-0.12446767,-0.20839392,0.1302797,-0.092803925,-0.010725607,0.006705229,-0.50473166,1.5554209,1.6298103e-38
639661686,0.2459742,2.8091903,-1.011154,-0.02244862,0.04091748,-0.12754923,-0.2143793,0.07741676,-0.07192209,-0.011010777,0.003976218,-0.503667,1.5554209,6.668037e-39
639771726,0.2459742,2.8091903,-1.011154,-0.022790207,0.029883647,-0.1295672,-0.22553235,0.079170465,-0.06982559,-0.011580503,0.004065198,-0.5035601,1.5554209,1.749757e-39
639861666,0.2459742,2.8091903,-1.011154,-0.023329102,0.02007811,-0.1298855,-0.21319887,0.12298381,-0.029040486,-0.010901706,0.0062886514,-0.50148064,1.5554209,7.15985e-40
639971690,0.2459742,2.8091903,-1.011154,-0.023119507,0.00857724,-0.12784505,-0.17270698,0.058196977,0.045416355,-0.008765669,0.0029537627,-0.49768442,1.5554209,1.8794e-40
640071688,0.2459742,2.8091903,nan,-0.023048302,-0.0010006666,-0.12432306,-0.21229441,0.036058173,0.12085199,-0.010691732,0.0018159889,-0.49383825,1.5554209,6.1586e-41
640161688,0.2459742,2.8091903,nan,-0.023485271,-0.00893805,-0.090396196,-0.17419642,-0.004833728,0.423525,-0.008497578,-0.00023579694,-0.47840622,1.5554209,2.5193e-41
640271689,0.2459742,2.8091903,nan,-0.023972865,-0.016970336,-0.097358964,-0.17947163,0.09081032,-0.6094406,-0.009719482,0.004917932,-0.5310728,1.5554209,6.613e-42
640361647,0.2459742,2.8091903,nan,-0.02460853,-0.022094393,-0.16617337,-0.18854047,0.092589885,-1.2303026,-0.010820085,0.00531361,-0.562728,1.5554209,2.703e-42
640471711,0.2459742,2.8091903,nan,-0.026864674,-0.02702434,-0.3395465,-0.26965582,0.1138351,-1.2894405,-0.015556435,0.0065671434,-0.56574315,1.5554209,7.09e-43
640561672,0.2459742,2.8091903,nan,-0.02938095,-0.029046284,-0.44422537,-0.25410417,0.06985527,-1.0800167,-0.014383141,0.003954041,-0.5550655,1.5554209,2.9e-43
640671684,0.2459742,2.8091903,nan,-0.03373599,-0.030952262,-0.5544952,-0.30589193,0.0029911771,-0.32282877,-0.016109958,0.0001575319,-0.5164597,1.5554209,7.6e-44
640771713,0.2459742,2.8091903,nan,-0.037789673,-0.03154863,-0.5626033,-0.23343176,0.056998983,0.13045277,-0.0117420675,0.002867159,-0.49334875,1.5554209,2.5e-44
640861692,0.2459742,2.8091903,nan,-0.040882047,-0.03057152,-0.5623991,-0.2894356,0.07879821,-0.15964817,-0.014997038,0.004082911,-0.5081398,1.5554209,1e-44
640971682,0.2459742,2.8091903,nan,-0.045338247,-0.02625991,-0.54813987,-0.2910723,0.050650407,0.1144079,-0.014667713,0.002552375,-0.49416682,1.5554209,3e-45
641061660,0.2459742,2.8091903,nan,-0.04949224,-0.021156238,-0.49044275,-0.3226889,0.10629748,0.71851987,-0.015246896,0.005022505,-0.46336567,1.5554209,3e-45
641171682,0.2459742,2.8091903,nan,-0.054304864,-0.015299463,-0.30790606,-0.29932955,0.087709695,1.6745493,-0.01265485,0.0037081307,-0.41462174,1.5554209,3e-45
641261689,0.2459742,2.8091903,nan,-0.057966083,-0.011354327,-0.15700187,-0.29131696,0.050012216,1.0167425,-0.013313511,0.0022856141,-0.44816056,1.5554209,3e-45
641371718,0.2459742,2.8091903,nan,-0.063245974,0.00025345085,-0.024407977,-0.29274404,0.11714251,-0.14569962,-0.015148012,0.006061529,-0.5074286,1.5554209,1e-45
641471680,0.2459742,2.8091903,-1.1849797,-0.068326056,0.014603662,-0.01677847,-0.3033738,0.17849304,-0.89918584,-0.016886383,0.009935274,-0.54584575,1.5554209,1e-45
641561673,0.2459742,2.8091903,-1.1849797,-0.072685376,0.028375851,-0.039610386,-0.3236357,0.18131682,-0.8072029,-0.017859127,0.010005572,-0.5411559,1.5554209,1e-45
641671706,0.2459742,2.8091903,-1.1849797,-0.0775243,0.044724453,-0.06058836,-0.26269636,0.20103648,-0.6430614,-0.014272348,0.010922355,-0.532787,1.5554209,1e-45
641761679,0.2459742,2.8091903,-1.1849797,-0.08067457,0.057344902,-0.0719614,-0.23560661,0.2109873,-0.51661056,-0.012645319,0.011323967,-0.5263398,1.5554209,1e-45
641871676,0.2459742,2.8091903,-1.1849797,-0.08374809,0.07016512,-0.08157098,-0.22206287,0.21363312,-0.4539129,-0.011846026,0.011396337,-0.5231431,1.5554209,1e-45
641961670,0.2459742,2.8091903,-1.1849797,-0.08610802,0.07830409,-0.0870049,-0.29996154,0.17126,-0.44106358,-0.015982362,0.009124967,-0.522488,1.5554209,1e-45
642071682,0.2459742,2.8091903,-1.1849797,-0.08914932,0.08491193,-0.09142995,-0.30986643,0.18991059,-0.42671522,-0.016486019,0.010103934,-0.5217564,1.5554209,1e-45
642171705,0.2459742,2.8091903,-1.1849797,-0.09076563,0.08753953,-0.09375,-0.25903878,0.21245684,-0.41122407,-0.013761369,0.011286716,-0.5209666,1.5554209,1e-45
642261671,0.2459742,2.8091903,nan,-0.09111461,0.08721405,-0.09288722,-0.29738343,0.15062138,-0.28155327,-0.015597217,0.007899816,-0.51435524,1.5554209,1e-45
642371704,0.2459742,2.8091903,nan,-0.091385305,0.08410061,-0.069034055,-0.31031066,0.16358587,-0.6455313,-0.01686353,0.0088899145,-0.5329129,1.5554209,1e-45
642461683,0.2459742,2.8091903,nan,-0.0911269,0.07945175,-0.10924858,-0.23464827,0.12410017,-1.3025821,-0.013552099,0.0071673994,-0.5664132,1.5554209,1e-45
642571712,0.2459742,2.8091903,nan,-0.08904859,0.071804285,-0.1778528,-0.23933856,0.06659503,-0.81546444,-0.013216556,0.003677456,-0.5415771,1.5554209,1e-45
642661698,0.2459742,2.8091903,nan,-0.08627733,0.06432352,-0.21721633,-0.21910818,0.04910489,-0.60411876,-0.011859325,0.0026578233,-0.5308015,1.5554209,1e-45
642771674,0.2459742,2.8091903,nan,-0.08274473,0.053426493,-0.22552598,-0.25086558,0.026633833,-0.20560476,-0.013058051,0.0013863436,-0.5104829,1.5554209,1e-45
642871702,0.2459742,2.8091903,nan,-0.07776102,0.042540107,-0.20048293,-0.16760723,0.0017614639,0.3992074,-0.008199195,8.6169224e-05,-0.4796461,1.5554209,1e-45
642961699,0.2459742,2.8091903,nan,-0.071461804,0.032808185,-0.1261255,-0.19922121,-0.048598796,0.88451463,-0.009241609,-0.002254434,-0.4549023,1.5554209,1e-45
643071679,0.2459742,2.8091903,nan,-0.062336415,0.021304142,-0.014433912,-0.16377428,-0.051777035,0.075292796,-0.0082863085,-0.002619706,-0.49616113,1.5554209,1e-45
643161657,0.2459742,2.8091903,-1.180061,-0.054798007,0.01291467,-0.004377246,-0.22765467,-0.0721998,-0.60312104,-0.012320838,-0.0039075064,-0.53075063,1.5554209,1e-45
643271687,0.2459742,2.8091903,-1.180061,-0.04614438,0.0048769475,-0.010985017,-0.14551911,-0.030855589,-0.53089124,-0.00782146,-0.0016584474,-0.5270679,1.5554209,1e-45
643361674,0.2459742,2.8091903,-1.180061,-0.03932796,-3.918409e-05,-0.013661504,-0.14868598,-0.019667605,-0.5120839,-0.007975191,-0.0010549275,-0.52610904,1.5554209,1e-45
643471743,0.2459742,2.8091903,-1.180061,-0.032140993,-0.004789519,-0.015025616,-0.13326594,-0.021342225,-0.44491988,-0.0071037635,-0.001137651,-0.5226846,1.5554209,1e-45
643571690,0.2459742,2.8091903,-1.180061,-0.026527701,-0.008142364,-0.014719129,-0.18608877,-0.021607168,-0.39714062,-0.009871383,-0.0011461877,-0.52024853,1.5554209,1e-45
643661677,0.2459742,2.8091903,-1.180061,-0.021974646,-0.010307228,-0.014116049,-0.12060685,0.024870075,-0.39278394,-0.006396516,0.0013190117,-0.5200264,1.5554209,1e-45
643771715,0.2459742,2.8091903,-1.180061,-0.016217189,-0.011946845,-0.012976646,-0.100618735,0.026335357,-0.38546032,-0.0053303344,0.0013951304,-0.519653,1.5554209,1e-45
643861715,0.2459742,2.8091903,-1.180061,-0.0111743035,-0.01264038,-0.012010574,-0.13228486,0.02180273,-0.36289412,-0.006995027,0.001152896,-0.5185025,1.5554209,1e-45
643971683,0.2459742,2.8091903,-1.180061,-0.005570809,-0.012369263,-0.010258675,-0.17162222,0.07183373,-0.36266243,-0.00907319,0.0037976503,-0.5184906,1.5554209,1e-45
644061689,nan,nan,-1.180061,-0.0024880327,-0.011813956,-0.008724809,-0.109466806,0.030123817,-0.34304386,-0.0057757865,0.0015894198,-0.5174904,1.5554209,1e-45
644171695,nan,nan,-1.180061,-0.00021268569,-0.0061412314,-0.007330179,-0.11169182,0.09765186,-0.38581824,-0.0059193443,0.0051752673,-0.51967126,1.5554209,1e-45
644271687,nan,nan,-1.180061,-0.00018316452,-0.01116888,-0.006461382,-0.11151746,-0.118472904,-0.42331535,-0.0059304964,-0.006300386,-0.5215831,1.5554209,1e-45
644361658,nan,nan,-1.180061,-0.0003946554,-0.02541487,-0.0066769123,-0.18097958,-0.18047525,-0.4650322,-0.009664816,-0.009637882,-0.5237101,1.5554209,1e-45
644471687,nan,nan,-1.180061,-0.0007390729,-0.047968943,-0.0067453384,-0.13190947,-0.15996158,-0.42360944,-0.00701657,-0.008508726,-0.52159804,1.5554209,1e-45
644561669,nan,nan,-1.180061,-0.0010312634,-0.06700672,-0.005331278,-0.14961512,-0.2504751,-0.38415158,-0.007927059,-0.013270925,-0.51958627,1.5554209,1e-45
644671713,nan,nan,-1.180061,-0.0017021548,-0.11066131,-0.0038181543,-0.18121196,-0.38116995,-0.4020625,-0.009618361,-0.020231722,-0.52049947,1.5554209,1e-45
644761680,nan,nan,-1.180061,-0.0021527365,-0.13997214,-0.0024969578,-0.22571072,-0.34813815,-0.3795461,-0.011953629,-0.01843738,-0.5193515,1.5554209,1e-45
644871686,nan,nan,-1.180061,-0.0028824033,-0.187432,-0.0005284548,-0.24363631,-0.41751024,-0.36074767,-0.012878808,-0.022069925,-0.51839304,1.5554209,1e-45
644971734,nan,nan,-1.180061,-0.0036635145,-0.23823409,0.0009429455,-0.22713274,-0.5462384,-0.3743517,-0.012022767,-0.028913917,-0.5190866,1.5554209,1e-45
645061684,nan,nan,-1.180061,-0.0044064936,-0.28655478,0.0019155741,-0.22274587,-0.6404623,-0.36025977,-0.011773913,-0.03385359,-0.5183681,1.5554209,1e-45
645171684,nan,nan,-1.180061,-0.0055444464,-0.36056226,0.0034124851,-0.24137636,-0.65438753,-0.3497211,-0.012745627,-0.034554254,-0.5178308,1.5554209,1e-45
645261649,nan,nan,-1.180061,-0.0062980345,-0.409572,0.0042202473,-0.22235322,-0.6255671,-0.3614804,-0.011754802,-0.033070885,-0.51843035,1.5554209,1e-45
645371688,nan,nan,-1.180061,-0.0073892735,-0.48054063,0.004863143,-0.23301893,-0.59696186,-0.36946762,-0.012328399,-0.03158363,-0.51883763,1.5554209,1e-45
645461674,nan,nan,-1.180061,-0.008096006,-0.52650285,0.0051038265,-0.22204015,-0.57903004,-0.32898265,-0.011700838,-0.030513115,-0.51677346,1.5554209,1e-45
645571711,nan,nan,-1.180061,-0.009118314,-0.59298813,0.0047177076,-0.28336024,-0.58468693,-0.32517868,-0.014926402,-0.03079921,-0.5165795,1.5554209,1e-45
645671693,nan,nan,-1.180061,-0.009939884,-0.6464184,0.0038657188,-0.24196403,-0.5387591,-0.31835055,-0.01273705,-0.028360419,-0.51623136,1.5554209,1e-45
645761666,nan,nan,-1.180061,-0.010578352,-0.6879407,0.0019735098,-0.2889482,-0.5778574,-0.3469805,-0.015253697,-0.030505333,-0.5176911,1.5554209,1e-45
645871709,nan,nan,-1.180061,-0.011516273,-0.7489378,-0.007888913,-0.49443918,-0.7129341,-1.2210249,-0.028348116,-0.040875275,-0.56225497,1.5554209,1e-45
645961673,nan,nan,-1.180061,-0.011300383,-0.7897178,-0.054960847,-0.3676224,-0.74457586,-3.7787664,-0.025966218,-0.05259151,-0.6926635,1.5827438,1e-45
646071714,nan,nan,-1.180061,0.002469111,-0.8475396,-0.19060928,0.20983925,-0.4970778,-7.7991323,0.019207576,-0.045499876,-0.89764506,1.7540846,1e-45
646161666,nan,nan,-1.180061,0.021347689,-0.877063,-0.36491644,2.501707,-2.671451,-6.407477,0.21089134,-0.22520058,-0.8266904,1.8772436,1e-45
646271723,nan,nan,-1.180061,0.045427002,-0.8676613,-0.44348997,2.6231024,-2.2084794,-6.2611356,0.21912889,-0.18449207,-0.81922907,1.9851774,1e-45
646371686,nan,nan,-1.180061,0.04198576,-0.8018023,-0.49750876,2.664674,0.049336493,-2.7874818,0.17447817,0.0032304667,-0.64212203,1.9417053,1e-45
