timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],n_states
631383601,631193221,0.71401143,0.0058105057,-0.002735957,0.7001046,0.0015342521,0.0021298146,0.026228663,0.25013337,2.8100138,-0.7189499,0.00030744474,0.00020179215,0.00037571377,-0.0053901076,0.0024189404,-0.014281549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8329369e-05,1.8335799e-05,0.00041030714,0.0039411862,0.003940882,0.002060967,0.0040651956,0.0040650195,0.0028756352,1.8379525e-07,1.8357464e-07,4.327903e-07,0.0006979227,0.00069908926,1.1362087e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
632383470,632193211,0.7139261,0.0058001,-0.0026806067,0.70019203,-0.0027893009,0.0029105996,0.024732893,0.24838527,2.810704,-0.7229725,0.00030854988,0.00020010231,0.00037472707,-0.0055599855,0.00245439,-0.014144959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8724859e-05,1.8732095e-05,0.0004196319,0.005122251,0.0051218956,0.0024667054,0.0020002932,0.0020002725,0.0015435886,1.8429064e-07,1.8409158e-07,4.3466864e-07,0.00069776905,0.00069903355,1.1384766e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
633383467,633193211,0.7138666,0.005804382,-0.0026596256,0.7002526,-0.0053472775,0.0012721964,0.014775859,0.24567468,2.8111544,-0.7285753,0.0003128519,0.00019783904,0.0003726696,-0.0058150264,0.002508483,-0.013938896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7348832e-05,1.7357654e-05,0.00042015113,0.0033255022,0.0033253722,0.0019003827,0.0017700739,0.0017700437,0.0014270853,1.8054511e-07,1.803739e-07,4.326745e-07,0.00069763773,0.00069911056,1.1332915e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
634383491,634193212,0.7138252,0.005739566,-0.0026784965,0.7002953,-0.003374016,0.0034255728,0.016056845,0.24725987,2.8099716,-0.7300003,0.00032124095,0.0001932877,0.00037227885,-0.0059653083,0.0025396654,-0.013815897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7228633e-05,1.7239128e-05,0.00042059823,0.0025240534,0.0025239214,0.0015521344,0.0016522807,0.0016522583,0.0013810046,1.8032256e-07,1.8016983e-07,4.3075195e-07,0.00069753657,0.0006991895,1.1299031e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
635383471,635193212,0.71343565,0.005704703,-0.0033576705,0.70068955,0.0057443734,-0.0015145354,-0.0014375914,0.24521127,2.8119886,-0.73325616,0.00032973476,0.00019040299,0.00037075128,-0.00609684,0.0025650202,-0.013707696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7826298e-05,1.7838001e-05,0.0004223526,0.0028624495,0.0028623429,0.0016265721,0.0017774372,0.0017773993,0.001417051,1.8238892e-07,1.8224853e-07,4.3215354e-07,0.0006974865,0.0006992712,1.1297911e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
636383469,636193211,0.69484437,0.0032717022,-0.004163579,0.71914065,-0.020238943,0.020290669,0.013336433,0.27755088,2.8111815,-0.7424322,0.00030346503,0.00018875384,0.00036589944,-0.006221481,0.0025906868,-0.013615735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77736e-05,1.7785553e-05,0.00042434185,0.0029283396,0.0029283958,0.0016473138,0.0018493533,0.0018493788,0.0014478167,1.8258096e-07,1.8245707e-07,4.3425916e-07,0.00069743337,0.0006993511,1.1292364e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
637383465,637193211,0.7229047,0.012591326,0.01333896,0.6907043,0.09781119,0.006731982,-0.12747775,0.32143834,2.826344,-0.85940313,0.00029620077,0.00016971002,0.00036571285,-0.0061120815,0.0025762331,-0.013725225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.757942e-05,1.7591708e-05,0.00042628025,0.0029222812,0.0029238896,0.001647168,0.0018597444,0.0018598562,0.0014521327,1.8245906e-07,1.823554e-07,4.3627526e-07,0.0006973204,0.0006993673,1.1285145e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
638383464,638193212,0.7190386,0.016885322,-0.00019204339,0.694765,-0.067059666,-0.0622732,-0.2077265,0.30673933,2.781998,-0.9729455,0.00028898328,0.00019808837,0.00037366519,-0.005818631,0.002582193,-0.013991306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7449294e-05,1.7463217e-05,0.0004280675,0.0029118294,0.0029153477,0.0016480485,0.0018520681,0.00185218,0.001452219,1.8260303e-07,1.8249258e-07,4.381429e-07,0.00069728674,0.0006994216,1.1279371e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
639383490,639193211,0.7177337,0.014799419,-0.0022687172,0.6961568,-0.03689925,-0.019586243,0.24191734,0.25583133,2.7541604,-0.9320595,0.00030009606,0.00023077699,0.00037794455,-0.005757787,0.0023870205,-0.014186475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7464394e-05,1.7478182e-05,0.00042960225,0.0028191172,0.0028190406,0.001648607,0.0018334346,0.0018336521,0.0014523087,1.8301057e-07,1.8287736e-07,4.3984144e-07,0.000697265,0.00069941184,1.1274694e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
640383479,640193211,0.71252763,0.0064823637,0.0026392846,0.70160925,0.0054481663,0.01841592,0.0045114025,0.25981706,2.8338883,-0.8845595,0.00032124668,0.00030739178,0.00038196443,-0.005967773,0.0021452832,-0.014234546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7599405e-05,1.7609154e-05,0.00043137567,0.0029034263,0.0029042058,0.0016487136,0.0018448678,0.0018447898,0.0014525398,1.8343842e-07,1.8332479e-07,4.4158935e-07,0.0006971773,0.0006992502,1.12701555e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,24
