timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
630332981,630142730,3407882,-6.8961526e-05,0.0008315563,0.00034865833,0.15,1.8117639e-07,1.8101635e-07,4.3077725e-07,3407882,-0.0039863894,0.0009264845,-0.025229448,0.4,0.0006809263,0.00068097963,1.1181055e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
631343105,631152730,3407882,-6.586702e-05,0.00083142763,0.00034564734,0.15,1.8322237e-07,1.830823e-07,4.3315148e-07,3407882,-0.0040659662,0.00093843404,-0.025161523,0.4,0.00068083423,0.0006809739,1.12076295e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
632353111,632162774,3407882,-7.1289236e-05,0.0008251184,0.0003390444,0.15,1.8364668e-07,1.8352797e-07,4.3510244e-07,3407882,-0.004196554,0.00095657015,-0.025054362,0.4,0.0006806797,0.00068091,1.1231202e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
633362978,633172730,3407882,-7.947789e-05,0.00081525126,0.00033084708,0.15,1.8015811e-07,1.8006602e-07,4.3315933e-07,3407882,-0.0043902006,0.0009820106,-0.024893526,0.4,0.0006805754,0.00068099296,1.1183326e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
634372983,634182730,3407882,-8.240152e-05,0.00080634304,0.00032330558,0.15,1.808291e-07,1.8075188e-07,4.3212088e-07,3407882,-0.0045052515,0.0009968393,-0.0247977,0.4,0.00068050326,0.0006810773,1.11574855e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
635383031,635192730,3407882,-9.125909e-05,0.0008010531,0.00031620334,0.15,1.8237222e-07,1.8230583e-07,4.327612e-07,3407882,-0.0046190363,0.001013494,-0.024703993,0.4,0.0006804656,0.0006811622,1.1155188e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
636393011,636202730,3407882,-9.033969e-05,0.0008151369,0.00030573312,0.15,1.8266738e-07,1.8260782e-07,4.3495703e-07,3407882,-0.00454641,0.0010321784,-0.024771715,0.4,0.0006804375,0.0006812448,1.1152487e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
637402978,637212730,3407882,-0.0001069419,0.00078527076,0.0003008607,0.15,1.826457e-07,1.826091e-07,4.3702354e-07,3407882,-0.0043084705,0.0010659167,-0.025046274,0.4,0.0006803393,0.0006812543,1.1147008e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
638412995,638222730,3407882,-0.00012979901,0.0007435218,0.00030172698,0.15,1.8289482e-07,1.828693e-07,4.3898282e-07,3407882,-0.004085922,0.001044316,-0.025302803,0.4,0.00068029034,0.0006813146,1.1142295e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
639422980,639232777,3407882,-0.00012852541,0.0007314928,0.00029611503,0.15,1.8337755e-07,1.8332814e-07,4.4080687e-07,3407882,-0.003961803,0.00090270356,-0.025532909,0.4,0.0006802545,0.0006813219,1.1139326e-05,4395041,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
