timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,open_drone_id_system_healthy,parachute_system_healthy
631381013,1200.0,0.44799778,2594.3376,0.0,34099,0,20.857998,704,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632381011,1200.0,0.44799778,2469.7014,0.0,34154,0,46.804825,705,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633381011,1200.0,0.44799778,3049.4385,0.0,34205,0,20.791626,706,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634381011,1200.0,0.44799778,2617.8823,0.0,34266,0,20.999056,707,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635371010,1200.0,0.44799778,2939.8018,0.0,34320,0,20.793478,708,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636381031,1200.0,0.44799778,2583.9976,0.0,34378,0,20.99998,709,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637381012,1200.0,0.44799778,2883.1711,0.0,34430,0,20.792099,710,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638371010,1200.0,0.44799778,2574.9976,0.0,34490,0,20.99998,711,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639381093,1200.0,0.44799778,2963.3665,0.0,34541,0,20.79208,712,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640381010,1200.0,0.44799778,2540.594,0.0,34601,0,20.79208,713,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641371031,1200.0,0.44799778,2959.8044,0.0,34653,0,20.998613,715,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642381032,1200.0,0.44799778,2537.7922,0.0,34702,0,46.537743,716,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643371077,1200.0,0.44799778,3129.997,0.0,34763,0,20.99998,717,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644371030,1200.0,0.44799778,2520.7346,0.0,34815,0,20.791605,718,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645371011,1200.0,0.44799778,2523.8198,0.0,34873,0,20.792553,719,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646381030,1200.0,0.44799778,2936.6338,0.0,34924,0,20.79208,720,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647372032,1200.0,0.44799778,2868.1318,0.0,34994,0,20.97902,721,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648382032,1200.0,0.44799778,3033.888,0.0,35049,0,20.999224,722,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649372143,1200.0,0.44799778,2930.9443,0.0,35120,0,20.999601,723,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650374370,1200.0,0.44799778,3079.135,0.0,35172,0,20.966873,724,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651374032,1200.0,0.44799778,2627.9856,0.0,35222,0,20.991898,726,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652374167,1200.0,0.44799778,2997.0269,0.0,35284,0,46.53461,727,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653377084,1200.0,0.29813182,2496.0964,0.0,35346,0,20.792553,728,0,0,0,0,0.0,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
