timestamp,timestamp_sample,device_id,pressure,temperature,error_count
630441053,630438996,12084257,100896.305,35.041695,0
630474911,630472310,12084257,100898.9,35.06401,0
630541058,630539001,12084257,100898.13,34.95243,0
630641064,630639000,12084257,100898.13,35.041695,0
630741057,630739000,12084257,100901.49,35.13096,0
630841057,630839000,12084257,100897.83,34.997063,0
630941057,630939001,12084257,100898.74,35.086327,0
631041055,631038998,12084257,100897.22,35.041695,0
631141058,631139001,12084257,100894.164,34.997063,0
631241055,631238998,12084257,100898.74,35.041695,0
631341057,631339000,12084257,100897.83,35.041695,0
631441058,631439000,12084257,100900.57,35.041695,0
631541052,631538995,12084257,100897.52,35.086327,0
631641053,631638996,12084257,100897.52,35.086327,0
631741053,631738996,12084257,100899.66,35.041695,0
631841051,631838994,12084257,100896.0,35.041695,0
631941054,631938996,12084257,100897.52,35.086327,0
632041053,632038996,12084257,100899.35,35.041695,0
632141052,632138995,12084257,100897.22,35.041695,0
632241054,632238996,12084257,100898.44,35.041695,0
632341053,632338996,12084257,100900.266,35.086327,0
632441052,632438995,12084257,100897.52,34.997063,0
632541053,632538996,12084257,100898.13,35.086327,0
632641053,632638996,12084257,100896.914,35.041695,0
632741052,632738995,12084257,100895.38,35.086327,0
632841052,632838995,12084257,100898.13,35.041695,0
632941055,632938998,12084257,100901.19,35.041695,0
633041053,633038996,12084257,100899.96,35.086327,0
633141052,633138994,12084257,100899.96,35.041695,0
633241053,633238996,12084257,100899.66,35.041695,0
633341053,633338996,12084257,100899.35,35.086327,0
633441053,633438996,12084257,100898.74,35.041695,0
633541052,633538995,12084257,100896.61,35.13096,0
633641055,633638998,12084257,100895.08,35.041695,0
633741053,633738996,12084257,100899.35,35.086327,0
633841052,633838995,12084257,100898.74,35.086327,0
633941052,633938994,12084257,100899.35,35.086327,0
634041052,634038995,12084257,100896.305,35.086327,0
634141051,634138995,12084257,100894.77,35.041695,0
634241055,634238999,12084257,100896.305,35.041695,0
634341054,634338996,12084257,100897.83,35.13096,0
634441053,634438996,12084257,100892.03,35.086327,0
634541051,634538995,12084257,100894.164,35.086327,0
634641053,634638996,12084257,100895.38,34.997063,0
634741052,634738996,12084257,100892.03,35.086327,0
634841054,634838997,12084257,100888.37,35.041695,0
634941052,634938995,12084257,100893.25,35.086327,0
635041054,635038996,12084257,100889.28,35.086327,0
635141054,635138996,12084257,100887.45,35.086327,0
635241052,635238995,12084257,100886.234,35.13096,0
635340986,635338929,12084257,100882.57,35.086327,0
635440986,635438929,12084257,100886.234,35.086327,0
635540984,635538927,12084257,100884.4,35.086327,0
635640983,635638927,12084257,100888.06,35.13096,0
635740982,635738925,12084257,100887.45,35.086327,0
635840981,635838923,12084257,100885.92,35.13096,0
635940980,635938923,12084257,100885.92,35.13096,0
636040982,636038921,12084257,100891.11,35.041695,0
636141013,636138956,12084257,100886.84,35.086327,0
636240977,636238919,12084257,100884.4,35.086327,0
636340976,636338918,12084257,100883.18,35.086327,0
636440976,636438917,12084257,100885.01,35.13096,0
636540974,636538916,12084257,100892.64,35.086327,0
636640972,636638915,12084257,100886.54,35.086327,0
636740973,636738914,12084257,100889.89,35.086327,0
636840971,636838913,12084257,100879.82,35.086327,0
636940972,636938915,12084257,100887.15,35.13096,0
637040969,637038911,12084257,100881.34,35.086327,0
637140968,637138911,12084257,100882.266,35.041695,0
637240968,637238911,12084257,100880.125,35.086327,0
637340967,637338910,12084257,100876.77,35.041695,0
637440965,637438908,12084257,100878.3,35.086327,0
637540966,637538909,12084257,100878.6,35.086327,0
637640964,637638905,12084257,100870.664,35.086327,0
637740963,637738904,12084257,100876.16,35.17559,0
637840963,637838903,12084257,100873.72,35.13096,0
637940959,637938902,12084257,100874.63,35.086327,0
638040958,638038901,12084257,100871.89,35.13096,0
638140956,638138900,12084257,100874.33,35.13096,0
638240956,638238899,12084257,100871.27,35.13096,0
638340955,638338898,12084257,100870.664,35.086327,0
638440954,638438897,12084257,100865.78,35.086327,0
638540953,638538896,12084257,100869.445,35.086327,0
638640953,638638895,12084257,100871.89,35.041695,0
638740954,638738894,12084257,100869.14,35.13096,0
638840951,638838893,12084257,100874.94,35.041695,0
638940950,638938893,12084257,100872.195,35.086327,0
639040948,639038891,12084257,100874.02,35.086327,0
639140947,639138890,12084257,100874.63,35.086327,0
639240947,639238889,12084257,100875.24,35.13096,0
639340946,639338888,12084257,100873.414,35.17559,0
639440944,639438887,12084257,100873.414,35.086327,0
639540943,639538886,12084257,100874.02,35.086327,0
639640944,639638886,12084257,100877.69,35.17559,0
639740942,639738884,12084257,100877.99,35.17559,0
639840940,639838883,12084257,100875.24,35.13096,0
639940939,639938882,12084257,100875.55,35.13096,0
