timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
630843346,630843212,3407890,3407890,5.370274e-07,-1.8487135e-05,-9.788806e-06,-0.0004077641,-0.0019316673,-0.04914393,4999,4999,0,0,1,1
631343344,631343212,3407890,3407890,5.269747e-05,2.0421423e-05,-4.5185105e-05,8.8615394e-05,-0.00049836707,-0.049438428,4999,4999,0,0,1,1
631843344,631843212,3407890,3407890,4.8590464e-05,6.069645e-06,-2.075859e-06,-0.0009071627,-4.779337e-05,-0.048607204,5000,5000,0,0,1,1
632338334,632338211,3407890,3407890,-1.8252163e-05,-7.6564165e-06,-1.7898456e-05,-0.00064009515,-0.00076654844,-0.04931717,4999,4999,0,0,1,1
632838343,632838211,3407890,3407890,-5.1232124e-05,1.7011826e-05,1.891394e-05,-0.00063309266,0.00077589473,-0.04919243,5000,5000,0,0,1,1
633338333,633338211,3407890,3407890,-4.216487e-05,5.0470976e-06,-2.9935454e-06,-0.0014759755,-0.00023968125,-0.049092926,4999,4999,0,0,1,1
633838343,633838211,3407890,3407890,-5.069933e-05,3.2281296e-05,-9.0035865e-06,0.00030337874,0.0016066167,-0.049709905,5000,5000,0,0,1,1
634343344,634343212,3407890,3407890,-6.1587234e-05,1.9166408e-05,8.717239e-06,-0.002482582,8.77528e-05,-0.049371175,5001,5001,0,0,1,1
634843342,634843211,3407890,3407890,7.067377e-05,-9.830502e-05,3.190481e-05,-0.002935091,0.018718598,-0.05133365,4999,4999,0,0,1,1
635343347,635343215,3407890,3407890,-0.00014773685,0.00030204342,0.000405109,0.0070551876,0.0018204009,-0.047795635,5004,5004,0,0,1,1
635843343,635843212,3407890,3407890,0.0006207023,0.0005892857,0.00087229547,-0.007430095,0.007719533,-0.054799728,5001,5001,0,0,1,1
636338347,636338212,3407890,3407890,-0.00017642902,2.8392935e-05,-0.00043510846,0.007101392,0.0027681752,-0.052945476,5000,5000,0,0,1,1
636838341,636838211,3407890,3407890,0.00064060313,3.7151458e-05,-0.00064438325,0.0031546615,0.006086486,-0.054760326,5000,5000,0,0,1,1
