timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
637338343,637338212,3407890,3407890,-0.00028667104,-2.2983524e-05,0.0002248203,-0.0008381088,-0.002126623,-0.051808678,5001,5001,0,0,1,1
637843342,637843211,3407890,3407890,-0.00020182408,-0.00042064322,-8.4400024e-05,0.0026072802,-0.003179251,-0.052309267,4999,4999,0,0,1,1
638343344,638343212,3407890,3407890,-3.140665e-05,-3.7822967e-05,-0.00020382274,0.00061885576,-0.011302956,-0.050828602,5001,5001,0,0,1,1
638843342,638843211,3407890,3407890,0.00022290584,-8.5489264e-05,0.00018161998,0.0032642032,0.004902608,-0.046750244,4999,4999,0,0,1,1
639343347,639343211,3407890,3407890,2.1344225e-05,-1.6309088e-05,9.267205e-05,-0.00053193414,-0.0062222974,-0.058428716,5000,5000,0,0,1,1
639838342,639838211,3407890,3407890,0.0001630432,0.00022706795,-8.5614985e-05,-0.0027011146,-0.0056755957,-0.049798463,5000,5000,0,0,1,1
640338346,640338212,3407890,3407890,-0.00017947424,-9.23224e-05,-8.046508e-05,-0.004666232,-0.0046164063,-0.052518107,5001,5001,0,0,1,1
640838343,640838212,3407890,3407890,-0.00022146033,2.6621856e-05,-7.8159945e-05,-0.00269755,-0.00871601,-0.045800585,5001,5001,0,0,1,1
641343342,641343211,3407890,3407890,2.5020323e-05,0.0001429698,8.339364e-05,0.002474811,-0.003310917,-0.040254954,4999,4999,0,0,1,1
641843340,641843211,3407890,3407890,-6.463605e-06,-3.655477e-05,0.00013423621,0.00014322471,-0.0048848335,-0.045503136,4999,4999,0,0,1,1
642343340,642343211,3407890,3407890,2.2148815e-05,9.693611e-05,0.00012578802,-0.0044555264,-0.001621543,-0.04810377,5000,5000,0,0,1,1
642838342,642838211,3407890,3407890,3.4749515e-05,0.00015488695,0.00015330613,-6.8067646e-05,-0.0065259086,-0.046490565,4999,4999,0,0,1,1
643338336,643338212,3407890,3407890,0.00012607661,-8.691792e-05,-0.00019591732,-0.00077338034,0.00040703767,-0.050164826,5001,5001,0,0,1,1
643838343,643838212,3407890,3407890,-0.00022185997,0.0001591757,-0.00035385028,-0.0058383993,-0.0067604408,-0.043257143,5000,5000,0,0,1,1
644338334,644338211,3407890,3407890,2.8878078e-05,0.0005175642,0.00019026399,-0.00432498,0.008890633,-0.050552584,4998,4998,0,0,1,1
644843341,644843211,3407890,3407890,0.0003531565,0.00027083998,-0.00019116657,0.0020067438,0.0038893886,-0.046907242,4999,4999,0,0,1,1
645343343,645343211,3407890,3407890,-5.2050746e-05,8.12334e-06,-2.584711e-05,-0.0007891116,0.0020513951,-0.052835125,4999,4999,0,0,1,1
645843343,645843212,3407890,3407890,0.0041054026,0.00312405,0.0019194931,0.00043870404,0.0031167069,-0.029994551,5001,5001,0,0,1,1
646343347,646343212,3407890,3407890,0.037486564,-0.0012028185,0.0064090225,-0.026574554,-0.06924329,0.10696047,5001,5001,0,0,1,1
646838340,646838211,3407890,3407890,-0.008250289,-0.00024403985,0.0026034946,-0.007290581,0.021150537,0.051999293,4997,4997,0,0,1,1
647338335,647338211,3407890,3407890,-0.0013289616,9.446892e-05,-0.00029111587,0.004504558,0.020959275,0.032036904,5000,5000,0,0,1,1
647838343,647838212,3407890,3407890,-0.00040802392,0.00010787872,-0.00015133256,-0.0043257894,0.049631782,0.03539675,5000,5000,0,0,1,1
648343346,648343211,3407890,3407890,0.000675319,-0.00060353737,0.0026492362,0.003874314,0.029395046,0.039563645,4999,4999,0,0,1,1
648843351,648843214,3407890,3407890,-9.434701e-05,-0.000396686,0.001671584,0.0007637723,0.03402834,0.043151423,5003,5003,0,0,1,1
649343335,649343211,3407890,3407890,-4.4590783e-05,-0.00023217793,0.001249339,0.0004908922,0.031630542,0.039811246,4999,4999,0,0,1,1
649843344,649843212,3407890,3407890,1.2589237e-05,-0.00012881277,0.00087316387,0.0008390406,0.030352127,0.03800178,5001,5001,0,0,1,1
650338336,650338212,3407890,3407890,6.3089275e-05,-5.4125503e-05,0.00054550054,0.0014645859,0.029844597,0.03760832,5001,5001,0,0,1,1
650838342,650838212,3407890,3407890,6.522029e-05,5.1445427e-06,0.00013964041,0.001773798,0.030339293,0.038347684,5000,5000,0,0,1,1
651338344,651338212,3407890,3407890,3.126048e-05,5.4361673e-05,-0.00017480494,0.00164017,0.031010909,0.03893564,5000,5000,0,0,1,1
651843343,651843212,3407890,3407890,6.110128e-06,8.359704e-05,-0.0003806667,0.001492229,0.030403944,0.039179146,5001,5001,0,0,1,1
652343336,652343212,3407890,3407890,-1.9106934e-05,7.6522774e-05,-0.0003463067,0.0009688892,0.030520087,0.03931655,5001,5001,0,0,1,1
652843342,652843212,3407890,3407890,-2.1738442e-05,5.0854956e-05,-0.00020134686,0.0010031885,0.029672915,0.03917728,4998,4998,0,0,1,1
653343345,653343214,3407890,3407890,-2.8517261e-05,1.247474e-05,-8.243616e-06,0.00090633356,0.029956494,0.038916618,4999,4999,0,0,1,1
653838353,653838215,3407890,3407890,-1.8760744e-05,-9.507202e-06,0.00011686531,0.0009138706,0.030072194,0.038836055,5001,5001,0,0,1,1
