timestamp,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],x,y,z,nav_state,output[0],output[1],output[2],output[3]
650217729,-0.073620014,5.6585727,7.443013,-0.7917589,2.6611376,-0.22471215,2,1000.0,1000.0,1000.0,1000.0
650222774,-0.08282052,5.6791625,7.478024,-0.7917589,2.6611376,-0.22471215,2,1000.0,1000.0,1000.0,1000.0
650227730,-0.04450191,5.6789794,7.5739293,-0.7917589,2.6611376,-0.22471215,2,1000.0,1000.0,1000.0,1000.0
650232729,-0.023275843,5.6706123,7.648351,-0.7917589,2.6611376,-0.22471215,2,1000.0,1000.0,1000.0,1000.0
650237729,0.008828996,5.6590776,7.6797748,-0.7917589,2.6611376,-0.22471215,2,1000.0,1000.0,1000.0,1000.0
650242729,0.022522753,5.7100825,7.721714,-0.7917589,2.6611376,-0.22471215,2,1000.0,1000.0,1000.0,1000.0
650247730,0.042608257,5.788944,7.772821,-0.7917589,2.6611376,-0.22471215,2,1000.0,1000.0,1000.0,1000.0
650252729,0.061264083,5.8838997,7.8447013,-0.7917589,2.6611376,-0.22471215,2,1000.0,1000.0,1000.0,1000.0
650257774,0.08467018,5.948993,7.9333005,-0.7917589,2.6611376,-0.22471215,2,1000.0,1000.0,1000.0,1000.0
650262729,0.12273842,5.978373,8.007825,-0.7917589,2.6611376,-0.22471215,2,1000.0,1000.0,1000.0,1000.0
650267729,0.16646875,5.988169,8.030959,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650272730,0.20276695,5.9744306,8.012356,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650277729,0.2218696,6.01241,8.00809,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650282730,0.21289027,6.0852103,8.0323305,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650287729,0.23661716,6.1198206,8.032084,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650292773,0.284598,6.106311,8.002449,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650297729,0.27973995,6.107774,7.9644036,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650302730,0.30214897,6.0369115,7.8684783,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650307729,0.31786808,6.0085497,7.7932544,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650312729,0.3308561,5.9758086,7.6926827,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650317730,0.32876012,5.9886074,7.653479,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650322729,0.3136225,6.0432453,7.618741,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650327774,0.30246475,6.0620327,7.575869,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650332729,0.32233334,6.0170417,7.5187283,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650337729,0.32805023,5.98838,7.4892135,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650342729,0.35902548,5.983851,7.4903555,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650347729,0.3618258,6.0032325,7.534373,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650352729,0.33162364,6.062404,7.5487547,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650357729,0.32673183,6.149412,7.5577297,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650362773,0.32101265,6.2102723,7.625616,-0.7829705,2.6373029,-0.23112057,2,1000.0,1000.0,1000.0,1000.0
650367729,0.32000455,6.217511,7.6914268,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650372730,0.36058614,6.212695,7.753488,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650377729,0.3631783,6.218431,7.8378544,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650382729,0.35718626,6.282944,7.9065347,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650387729,0.33661485,6.345965,7.947906,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650392729,0.34114274,6.383704,7.9807653,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650397774,0.3366724,6.369042,7.9916706,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650402730,0.35689446,6.3361864,8.031072,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650407729,0.36581498,6.2674875,8.056936,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650412730,0.37333044,6.213343,8.026299,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650417729,0.3361813,6.165686,7.9833717,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650422730,0.30119783,6.1519876,7.9094477,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650427729,0.28739303,6.130179,7.847294,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650432774,0.26596853,6.0438685,7.833358,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650437729,0.24194242,5.945978,7.784028,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650442729,0.25191507,5.8428392,7.7338576,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650447730,0.22614753,5.756851,7.65813,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650452729,0.18711144,5.7212186,7.584294,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650457730,0.14514592,5.703328,7.515708,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650462729,0.09924231,5.697099,7.474665,-0.7752094,2.6137466,-0.23741685,2,1000.0,1000.0,1000.0,1000.0
650467773,0.073448874,5.6833386,7.521901,-0.767124,2.5918484,-0.16010153,2,1000.0,1000.0,1000.0,1000.0
